ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00330,143,1,2026-05-23,40,25,0.0022366834080394,val,1,0.0005659192288064
S01224,143,1,2026-05-23,26,18,0.0145495210660671,val,1,0.0007140340468415
S03415,143,1,2026-05-23,28,25,0.0044900982943047,val,1,0.0007244136795536
S03422,143,1,2026-05-23,19,17,0.0028444047639487,val,1,0.0007756953462174
S04455,143,1,2026-05-23,45,11,0.0,val,1,0.0008282377225744
S05648,143,1,2026-05-23,28,13,0.0051127479219817,val,1,0.0007849556184083
S09926,143,1,2026-05-23,38,12,0.0091332472251099,val,1,0.0007734081259348
S11023,143,1,2026-05-23,54,30,0.0156930624148715,val,1,0.0008278456986892
S12335,143,1,2026-05-23,23,26,0.0,val,1,0.0007564644663234
S17656,143,1,2026-05-23,38,11,0.0122567340604205,val,1,0.0008067927668084
S21269,143,1,2026-05-23,27,30,0.0,val,1,0.0007939343641185
S21270,143,1,2026-05-23,53,14,0.0037506603275224,val,1,0.000786033253977
S21505,143,1,2026-05-23,17,18,0.0,val,1,0.0007574806935859
S22988,143,1,2026-05-23,63,20,0.0,val,1,0.0008030363411112
S26238,143,1,2026-05-23,54,17,0.0,val,1,0.000772429032095
S29625,143,1,2026-05-23,26,24,0.0,val,1,0.0007296788250344
S30132,143,1,2026-05-23,59,25,0.0,val,1,0.0007772545582552
S31264,143,1,2026-05-23,31,16,0.0078114440012196,val,1,0.0007232783344113
S32662,143,1,2026-05-23,32,32,0.0,val,1,0.0008323534174056
S35930,143,1,2026-05-23,60,27,0.0,val,1,0.0008038420001109
S37803,143,1,2026-05-23,14,25,0.0,val,1,0.0007952417243184
S00330,143,1,2026-05-23,53,25,0.0022366834080394,val,2,0.0007604877887481
S01224,143,1,2026-05-23,23,18,0.0145495210660671,val,2,0.0007422704319005
S03415,143,1,2026-05-23,51,25,0.0044900982943047,val,2,0.0007345505219459
S03422,143,1,2026-05-23,22,17,0.0028444047639487,val,2,0.0007568591439867
