ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00206,17,3,2025-10-26,14,20,0.0,train,1,0.0007632550193918
S00207,17,3,2025-10-26,47,21,0.0024246859373094,train,1,0.0008189301199476
S00211,17,15,2025-10-26,26,16,0.0024002356770644,train,1,0.0008480995466068
S00238,17,25,2025-10-26,37,23,0.0,train,1,0.0002744833862047
S00679,17,18,2025-10-26,52,25,0.0,train,1,0.0008582031010979
S00683,17,24,2025-10-26,17,17,0.0,train,1,0.0008980058019635
S00772,17,9,2025-10-26,52,21,0.0,train,1,0.0008331241678436
S00774,17,3,2025-10-26,62,23,0.0,train,1,0.0008657112107801
S00973,17,5,2025-10-26,22,17,0.0,train,1,0.0008667555177214
S00975,17,1,2025-10-26,30,26,0.0,train,1,0.0008739581772363
S00977,17,1,2025-10-26,38,29,0.0,train,1,0.0008542499198713
S00980,17,14,2025-10-26,33,14,0.0,train,1,0.0008324163408634
S00984,17,14,2025-10-26,35,14,0.0,train,1,0.0007703516774331
S00985,17,18,2025-10-26,49,13,0.0,train,1,0.000825016746174
S01083,17,25,2025-10-26,47,18,0.0,train,1,0.0003967466678066
S01379,17,25,2025-10-26,40,17,0.0,train,1,0.0003880509563105
S01380,17,25,2025-10-26,31,19,0.0,train,1,0.0004322429666424
S01531,17,24,2025-10-26,22,29,0.0103766803570842,train,1,0.0008389531728658
S01533,17,14,2025-10-26,49,31,0.0,train,1,0.0006917645859319
S01814,17,3,2025-10-26,32,13,0.0,train,1,0.000812718251007
S01815,17,15,2025-10-26,35,29,0.0086634418442497,train,1,0.0008346831489883
S01817,17,15,2025-10-26,46,19,0.0058429000534913,train,1,0.0008629515958021
S01818,17,15,2025-10-26,18,26,0.0,train,1,0.000886566347378
S01819,17,9,2025-10-26,33,19,0.0,train,1,0.0007802080073178
S01820,17,3,2025-10-26,33,17,0.0029311936209677,train,1,0.0007622572660782
S01821,17,9,2025-10-26,57,17,0.0088547605473204,train,1,0.0008539422180692
S01825,17,3,2025-10-26,55,21,0.0,train,1,0.0008034712261694
S01826,17,15,2025-10-26,36,26,0.0056856369028722,train,1,0.0008559368404416
S01829,17,3,2025-10-26,57,24,0.0,train,1,0.0008601983570722
S01884,17,3,2025-10-26,41,18,0.0,train,1,0.0008424385725617
S01904,17,15,2025-10-26,30,14,0.0,train,1,0.0008405291500049
S01927,17,20,2025-10-26,47,17,0.0,train,1,0.0007992004569164
S01928,17,8,2025-10-26,47,22,0.0,train,1,0.0008065588498754
S01931,17,7,2025-10-26,14,19,0.0,train,1,0.0008462212218399
S01933,17,8,2025-10-26,42,31,0.0,train,1,0.0006980606350371
S01934,17,24,2025-10-26,52,16,0.0,train,1,0.0008110838049139
S01935,17,24,2025-10-26,55,27,0.0,train,1,0.0008302880995813
S01936,17,7,2025-10-26,24,23,0.0,train,1,0.0007786305342
S01937,17,2,2025-10-26,54,18,0.0,train,1,0.0007856042832795
S02051,17,7,2025-10-26,58,26,0.0099261034551627,train,1,0.0007390191954619
S02352,17,25,2025-10-26,32,30,0.0,train,1,0.0005097870891309
