ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00266,79,1,2025-12-11,51,23,0.0,test,1,0.0007218415459389
S00272,79,6,2025-12-11,58,21,0.0,test,1,0.0006827293525895
S00274,79,5,2025-12-11,32,31,0.0022248783479494,test,1,0.0007411111347939
S00276,79,4,2025-12-11,54,26,0.0,test,1,0.0007329804784523
S00442,79,21,2025-12-11,32,28,0.0,test,1,0.0001621699818624
S00481,79,14,2025-12-11,36,12,0.0119378750102084,test,1,0.0006821444122117
S00696,79,9,2025-12-11,23,15,0.0,test,1,0.0006600359542433
S00701,79,16,2025-12-11,54,26,0.0,test,1,0.0001710192633374
S00710,79,17,2025-12-11,54,16,0.0,test,1,0.0001475948763261
S00712,79,22,2025-12-11,18,27,0.0,test,1,0.0001942496566806
S00749,79,15,2025-12-11,55,14,0.0,test,1,0.0006947446234984
S00907,79,16,2025-12-11,29,12,0.0,test,1,0.0001915333672935
S00912,79,15,2025-12-11,25,30,0.0,test,1,0.0006303476552071
S00916,79,5,2025-12-11,45,32,0.0,test,1,0.0006500133522954
S01114,79,22,2025-12-11,14,24,0.0,test,1,0.0002020894280594
S01115,79,22,2025-12-11,52,21,0.0,test,1,0.0001716238030503
S01767,79,19,2025-12-11,24,14,0.0,test,1,0.0002060915640706
S01770,79,23,2025-12-11,24,29,0.0,test,1,0.000148761594772
S01772,79,21,2025-12-11,41,28,0.0,test,1,0.0001603676134306
S01804,79,12,2025-12-11,41,22,0.0014834846666786,test,1,0.0006461792370081
S01805,79,11,2025-12-11,36,28,0.0072025853948379,test,1,0.0005267542762218
S01809,79,9,2025-12-11,41,22,0.0,test,1,0.0006217645752345
S02402,79,5,2025-12-11,52,20,0.0,test,1,0.0006627298237051
S02719,79,18,2025-12-11,63,19,0.0,test,1,0.0002346856865893
S02720,79,18,2025-12-11,22,15,0.0,test,1,0.0001853074190102
S02722,79,22,2025-12-11,56,19,0.0,test,1,0.0001515690880878
S02724,79,22,2025-12-11,25,15,0.0,test,1,0.0001471674151387
S02758,79,15,2025-12-11,19,17,0.0,test,1,0.0007316327711725
S02881,79,20,2025-12-11,63,25,0.0,test,1,0.0002206328275584
S02913,79,13,2025-12-11,28,23,0.0,test,1,0.0007590406976461
S03273,79,16,2025-12-11,20,18,0.0057768866416761,test,1,0.0001845730866903
S03275,79,16,2025-12-11,30,24,0.0,test,1,0.0001800359125966
S03305,79,15,2025-12-11,40,31,0.0,test,1,0.0006108316653171
S03668,79,7,2025-12-11,54,22,0.0,test,1,0.000717065558062
S03739,79,22,2025-12-11,45,30,0.0,test,1,0.0001678048408144
S03742,79,21,2025-12-11,50,25,0.0,test,1,0.0001635460790085
S03747,79,19,2025-12-11,56,29,0.0,test,1,0.00021357285161
S03749,79,19,2025-12-11,55,25,0.0,test,1,0.0002039430516011
S03885,79,7,2025-12-11,51,27,0.0,test,1,0.0006873828790991
S03890,79,9,2025-12-11,48,18,0.0,test,1,0.0006641248588367
S03909,79,19,2025-12-11,56,22,0.0,test,1,0.0002043245019649
S04160,79,23,2025-12-11,44,15,0.0,test,1,0.000137116216539
S04162,79,23,2025-12-11,19,21,0.0,test,1,0.0002196160657189
