ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00444,49,24,2025-11-25,29,24,0.0024359162868205,val,1,0.0007013894598142
S00449,49,2,2025-11-25,52,25,0.0,val,1,0.0007164138701942
S00459,49,1,2025-11-25,54,15,0.0,val,1,0.0008222199886606
S00723,49,19,2025-11-25,31,27,0.0,val,1,0.0006977706660644
S00725,49,24,2025-11-25,38,19,0.0,val,1,0.0007445434209154
S00929,49,8,2025-11-25,26,30,0.0,val,1,0.0008056495266543
S01122,49,4,2025-11-25,60,25,0.0,val,1,0.0004536723050219
S01127,49,16,2025-11-25,47,28,0.0,val,1,0.0003843968013646
S01753,49,10,2025-11-25,27,31,0.0,val,1,0.0002496681637498
S02143,49,8,2025-11-25,58,25,0.0,val,1,0.0007377135903576
S02735,49,2,2025-11-25,13,21,0.0,val,1,0.0006532487450287
S02835,49,10,2025-11-25,59,25,0.0,val,1,0.0001763780734493
S03130,49,4,2025-11-25,48,31,0.0,val,1,0.0004577734859963
S03282,49,4,2025-11-25,31,18,0.0,val,1,0.0004523070777721
S03286,49,19,2025-11-25,53,16,0.0,val,1,0.0006917147378749
S03770,49,10,2025-11-25,30,28,0.0,val,1,0.0001897264029112
S03834,49,2,2025-11-25,44,21,0.0,val,1,0.0007180116387169
S03835,49,16,2025-11-25,26,20,0.0,val,1,0.0005002380406518
S04649,49,24,2025-11-25,37,15,0.0,val,1,0.0006771608168488
S04650,49,4,2025-11-25,33,13,0.0,val,1,0.0004732600455206
S05000,49,8,2025-11-25,49,22,0.0,val,1,0.00075103580471
S05004,49,8,2025-11-25,53,18,0.0,val,1,0.0007565757405711
S05484,49,4,2025-11-25,34,29,0.0,val,1,0.0004867011390074
S05485,49,24,2025-11-25,36,17,0.0,val,1,0.000761061200867
S05528,49,24,2025-11-25,53,17,0.0088135569174895,val,1,0.0006806901782413
S05875,49,8,2025-11-25,49,17,0.0,val,1,0.0007225727734208
S06377,49,16,2025-11-25,46,23,0.0136956102400176,val,1,0.0003566933324174
S06382,49,2,2025-11-25,61,22,0.0076508385134282,val,1,0.0007117762428444
S07908,49,6,2025-11-25,17,17,0.0104870905392516,val,1,0.0007353252028543
S07913,49,4,2025-11-25,43,31,0.0073617944241654,val,1,0.0004740825713635
S07975,49,24,2025-11-25,31,26,0.0203649575217854,val,1,0.000729428917253
S08957,49,4,2025-11-25,32,26,0.0,val,1,0.0003943186125248
