ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S06713,246,1,2026-06-02,51,17,0.0067748091603053,val,1,0.0006909857227133
S08247,246,1,2026-06-02,21,18,0.0134647295878627,val,1,0.0007117099241605
S11091,246,1,2026-06-02,29,30,0.0098079845282497,val,1,0.0007138766125771
S13703,246,1,2026-06-02,28,22,0.0,val,1,0.0007836406693766
S17358,246,1,2026-06-02,21,21,0.0199487410146256,val,1,0.0006892737067619
S17369,246,1,2026-06-02,24,14,0.0042315107064883,val,1,0.000736837375645
S17380,246,1,2026-06-02,50,27,0.0202594327500615,val,1,0.0007272816807475
S19111,246,1,2026-06-02,39,28,0.0041963237839526,val,1,0.0007257415833209
S19702,246,1,2026-06-02,46,19,0.0,val,1,0.0006252467680325
S24594,246,1,2026-06-02,58,21,0.0,val,1,0.0007181222794609
S25425,246,1,2026-06-02,53,28,0.0,val,1,0.0006614979543702
S31151,246,1,2026-06-02,19,16,0.0015876971044493,val,1,0.0007532097741768
S38511,246,1,2026-06-02,33,17,0.0027081000525818,val,1,0.0007421777742237
S38524,246,1,2026-06-02,43,16,0.0067688117126319,val,1,0.0007321204839654
S40192,246,1,2026-06-02,32,14,0.0,val,1,0.000749225109725
S43431,246,1,2026-06-02,31,14,0.0119216815088003,val,1,0.0006811042821506
S06713,246,1,2026-06-02,53,17,0.0067748091603053,val,2,0.000716978656611
S08247,246,1,2026-06-02,19,18,0.0134647295878627,val,2,0.0007821302476377
S11091,246,1,2026-06-02,28,30,0.0098079845282497,val,2,0.0007175356436164
S13703,246,1,2026-06-02,24,22,0.0,val,2,0.0007240843778035
S17358,246,1,2026-06-02,23,21,0.0199487410146256,val,2,0.0007207555004248
S17369,246,1,2026-06-02,20,15,0.0042315107064883,val,2,0.0007607544235567
S17380,246,1,2026-06-02,52,27,0.0202594327500615,val,2,0.0006635073062103
S19111,246,1,2026-06-02,37,28,0.0041963237839526,val,2,0.0006950173538655
S19702,246,1,2026-06-02,48,19,0.0,val,2,0.0007235216635775
S24594,246,1,2026-06-02,60,21,0.0,val,2,0.0006802145525827
S25425,246,1,2026-06-02,52,28,0.0,val,2,0.0006665278479951
S31151,246,1,2026-06-02,20,17,0.0015876971044493,val,2,0.0007692602820686
S38511,246,1,2026-06-02,36,17,0.0027081000525818,val,2,0.0006371246191469
S38524,246,1,2026-06-02,41,16,0.0067688117126319,val,2,0.0007218047241223
S40192,246,1,2026-06-02,30,14,0.0,val,2,0.0007560261153002
S43431,246,1,2026-06-02,29,14,0.0119216815088003,val,2,0.000782824532143
S06713,246,1,2026-06-02,47,17,0.0067748091603053,val,3,0.0006659024319068
S08247,246,1,2026-06-02,25,18,0.0134647295878627,val,3,0.0007453978439246
S11091,246,1,2026-06-02,32,30,0.0098079845282497,val,3,0.0007102845530215
S13703,246,1,2026-06-02,41,22,0.0,val,3,0.000631262213708
S17358,246,1,2026-06-02,17,21,0.0199487410146256,val,3,0.0006888920949748
S17369,246,1,2026-06-02,28,14,0.0042315107064883,val,3,0.0007349959057287
S17380,246,1,2026-06-02,46,27,0.0202594327500615,val,3,0.0007048076489971
S19111,246,1,2026-06-02,43,28,0.0041963237839526,val,3,0.0006473172779001
S19702,246,1,2026-06-02,31,19,0.0,val,3,0.0007133021587003
S24594,246,1,2026-06-02,54,21,0.0,val,3,0.0007395861663879
S25425,246,1,2026-06-02,55,28,0.0,val,3,0.0007385104730734
S31151,246,1,2026-06-02,23,16,0.0015876971044493,val,3,0.0007487955172199
S38511,246,1,2026-06-02,29,17,0.0027081000525818,val,3,0.0007595422477233
S38524,246,1,2026-06-02,47,16,0.0067688117126319,val,3,0.0006641801316053
S40192,246,1,2026-06-02,36,14,0.0,val,3,0.0007023462389167
S43431,246,1,2026-06-02,35,14,0.0119216815088003,val,3,0.000716985440901
S06713,246,1,2026-06-02,49,17,0.0067748091603053,val,4,0.0006285583494225
S08247,246,1,2026-06-02,23,18,0.0134647295878627,val,4,0.0007607539397505
S11091,246,1,2026-06-02,30,30,0.0098079845282497,val,4,0.00073104496682
S13703,246,1,2026-06-02,30,22,0.0,val,4,0.0007216735520093
S17358,246,1,2026-06-02,19,21,0.0199487410146256,val,4,0.0006585660451438
S17369,246,1,2026-06-02,26,14,0.0042315107064883,val,4,0.0007152071181602
S17380,246,1,2026-06-02,48,27,0.0202594327500615,val,4,0.0007265748402074
S19111,246,1,2026-06-02,41,28,0.0041963237839526,val,4,0.000743204246925
S19702,246,1,2026-06-02,34,19,0.0,val,4,0.0007433837609819
S24594,246,1,2026-06-02,56,21,0.0,val,4,0.0006548218903917
S25425,246,1,2026-06-02,54,28,0.0,val,4,0.0006827592778114
S31151,246,1,2026-06-02,21,16,0.0015876971044493,val,4,0.0007608793321635
S38511,246,1,2026-06-02,31,17,0.0027081000525818,val,4,0.0007348230945338
S38524,246,1,2026-06-02,45,16,0.0067688117126319,val,4,0.0006434175404788
S40192,246,1,2026-06-02,34,14,0.0,val,4,0.0007710199458688
S43431,246,1,2026-06-02,33,14,0.0119216815088003,val,4,0.00076980140607
S08176,246,2,2026-06-02,42,13,0.0081045696820604,val,1,0.0007247918058495
S10224,246,2,2026-06-02,56,26,0.0,val,1,0.0007697523078171
S11941,246,2,2026-06-02,14,23,0.0,val,1,0.0007641948410149
S12169,246,2,2026-06-02,47,26,0.0,val,1,0.0007925762570098
S12174,246,2,2026-06-02,62,20,0.0,val,1,0.000765612846199
S21324,246,2,2026-06-02,45,31,0.0,val,1,0.000722118221878
S22693,246,2,2026-06-02,16,19,0.0,val,1,0.0007606087141701
S27802,246,2,2026-06-02,49,19,0.0,val,1,0.0005969709571324
S27807,246,2,2026-06-02,52,29,0.0,val,1,0.0007402551476976
