ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00583,11,21,2025-10-17,47,22,0.0,train,1,0.0007257310035134
S00584,11,4,2025-10-17,28,16,0.0,train,1,0.0002351982207347
S00585,11,3,2025-10-17,44,29,0.0,train,1,0.0003418982015662
S00586,11,4,2025-10-17,38,15,0.0,train,1,0.000288887294467
S00587,11,5,2025-10-17,37,16,0.0,train,1,0.0002893612828021
S00588,11,4,2025-10-17,17,20,0.0,train,1,0.0002821030166031
S00589,11,4,2025-10-17,19,25,0.0,train,1,0.0003237568582734
S00590,11,11,2025-10-17,19,17,0.0,train,1,0.0003481204283448
S00593,11,10,2025-10-17,32,24,0.0,train,1,0.0005408705513813
S00594,11,3,2025-10-17,55,17,0.0,train,1,0.0003408948656468
S00895,11,4,2025-10-17,32,26,0.0,train,1,0.0002804181992745
S00897,11,6,2025-10-17,60,20,0.0,train,1,0.0003236215032064
S00898,11,4,2025-10-17,51,18,0.0,train,1,0.0003125796481238
S00899,11,12,2025-10-17,23,27,0.0,train,1,0.0008179200865602
S00901,11,15,2025-10-17,63,20,0.0,train,1,0.0008031150478104
S01484,11,10,2025-10-17,36,32,0.0073990043351912,train,1,0.0003864412811329
S01485,11,12,2025-10-17,24,30,0.0029295608605953,train,1,0.0007602582753679
S01486,11,16,2025-10-17,57,14,0.0086723609935698,train,1,0.0008398396907521
S01733,11,22,2025-10-17,56,16,0.0,train,1,0.000805238931589
S01735,11,9,2025-10-17,14,21,0.0085350460669236,train,1,0.0004604833202364
S01736,11,5,2025-10-17,45,16,0.0115354709930485,train,1,0.0003469862288329
S01740,11,10,2025-10-17,24,25,0.0148766762452107,train,1,0.0003202242798774
S01742,11,3,2025-10-17,43,15,0.0115236356258876,train,1,0.0003502275301458
S02353,11,10,2025-10-17,20,27,0.0,train,1,0.0007020219758218
S02355,11,11,2025-10-17,43,24,0.0,train,1,0.0003488273786044
S02356,11,6,2025-10-17,43,24,0.0,train,1,0.0003429118342049
S02358,11,5,2025-10-17,28,29,0.0,train,1,0.0003365018393547
S02359,11,3,2025-10-17,31,26,0.0,train,1,0.0003879494689721
S02360,11,3,2025-10-17,52,16,0.0,train,1,0.0003787521809692
S02517,11,18,2025-10-17,55,13,0.0,train,1,0.0008129898388331
