ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00241,66,14,2025-12-04,40,19,0.0024159520892881,test,1,0.0005964839602417
S00243,66,17,2025-12-04,17,18,0.0,test,1,0.0005878577241856
S00244,66,17,2025-12-04,52,18,0.0,test,1,0.0003743515905749
S00367,66,25,2025-12-04,37,31,0.0,test,1,0.0006906318834175
S00374,66,25,2025-12-04,14,24,0.0065639156332131,test,1,0.0007123487893725
S00382,66,21,2025-12-04,34,26,0.0,test,1,0.0007526870448346
S00385,66,5,2025-12-04,60,27,0.0,test,1,0.0006675321895728
S00391,66,4,2025-12-04,52,13,0.0,test,1,0.0007101829763311
S00392,66,8,2025-12-04,51,24,0.0,test,1,0.0007869469880664
S00394,66,13,2025-12-04,33,29,0.0,test,1,0.0008086201694563
S00397,66,9,2025-12-04,47,18,0.0,test,1,0.0006308409048998
S00821,66,3,2025-12-04,26,17,0.0,test,1,0.0006435575199695
S00823,66,5,2025-12-04,28,18,0.0,test,1,0.0007982118945345
S00825,66,3,2025-12-04,43,14,0.0,test,1,0.0005376799976982
S00831,66,6,2025-12-04,42,24,0.0,test,1,0.0004437406496975
S00832,66,6,2025-12-04,26,22,0.0,test,1,0.0003879416123531
S00838,66,23,2025-12-04,57,24,0.0,test,1,0.000258904183477
S00923,66,7,2025-12-04,22,14,0.0,test,1,0.0004719699711342
S01016,66,10,2025-12-04,48,23,0.0,test,1,0.000360870380596
S01018,66,23,2025-12-04,51,13,0.0,test,1,0.0002686588787496
S01023,66,6,2025-12-04,47,16,0.0,test,1,0.0002690196894981
S01075,66,1,2025-12-04,22,18,0.0,test,1,0.0005624454943475
S01081,66,17,2025-12-04,32,12,0.0,test,1,0.0005774859229889
S01186,66,21,2025-12-04,18,21,0.0,test,1,0.0007492489059726
S01187,66,8,2025-12-04,31,16,0.0,test,1,0.0007521578076591
S01260,66,25,2025-12-04,43,30,0.0071277166352588,test,1,0.0007612359441836
S01272,66,16,2025-12-04,18,24,0.0,test,1,0.0007519091030842
S01280,66,4,2025-12-04,35,21,0.0029444000118486,test,1,0.0005598824985301
S01284,66,4,2025-12-04,34,23,0.0,test,1,0.0006103195522708
