ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00976,127,1,2026-05-07,59,19,0.0,val,1,0.0007784534038356
S01930,127,1,2026-05-07,31,14,0.0,val,1,0.000772502138781
S07219,127,1,2026-05-07,47,17,0.0,val,1,0.0007451437821819
S08878,127,1,2026-05-07,23,23,0.0,val,1,0.000776132086107
S12233,127,1,2026-05-07,41,12,0.0052167797668718,val,1,0.0006677823270201
S13050,127,1,2026-05-07,31,23,0.0,val,1,0.0007355562178698
S14379,127,1,2026-05-07,32,23,0.0,val,1,0.0007702574421481
S14807,127,1,2026-05-07,24,26,0.0,val,1,0.0007814421853461
S15561,127,1,2026-05-07,31,22,0.008435595838213,val,1,0.0007303069917812
S19258,127,1,2026-05-07,50,26,0.0034410299549619,val,1,0.0007703160991065
S21476,127,1,2026-05-07,22,28,0.0,val,1,0.0007916459272554
S31700,127,1,2026-05-07,54,20,0.0043452412177166,val,1,0.0007692159912116
S33413,127,1,2026-05-07,40,14,0.0036533506812359,val,1,0.0007669853088097
S34400,127,1,2026-05-07,15,23,0.0,val,1,0.0007860409651484
S35726,127,1,2026-05-07,34,26,0.0019706503939318,val,1,0.0007564680573213
S39884,127,1,2026-05-07,50,31,0.0,val,1,0.0007830933875795
S41996,127,1,2026-05-07,29,20,0.0163791256776574,val,1,0.000788021493013
S41998,127,1,2026-05-07,49,28,0.0202379073922316,val,1,0.0007636456585941
S00976,127,1,2026-05-07,61,19,0.0,val,2,0.0007644761227636
S01930,127,1,2026-05-07,29,14,0.0,val,2,0.0007809150421323
S07219,127,1,2026-05-07,49,17,0.0,val,2,0.0007775645800653
S08878,127,1,2026-05-07,25,23,0.0,val,2,0.0007784751226306
S12233,127,1,2026-05-07,37,12,0.0052167797668718,val,2,0.0007573834333087
S13050,127,1,2026-05-07,33,23,0.0,val,2,0.0007637504647714
S14379,127,1,2026-05-07,34,23,0.0,val,2,0.0007663547536725
S14807,127,1,2026-05-07,22,26,0.0,val,2,0.0007687911442791
S15561,127,1,2026-05-07,29,22,0.008435595838213,val,2,0.000730440416305
S19258,127,1,2026-05-07,48,26,0.0034410299549619,val,2,0.0007706520558854
S21476,127,1,2026-05-07,20,28,0.0,val,2,0.0007725498323139
S31700,127,1,2026-05-07,52,20,0.0043452412177166,val,2,0.0007707390606855
S33413,127,1,2026-05-07,38,14,0.0036533506812359,val,2,0.0007805564402912
S34400,127,1,2026-05-07,18,23,0.0,val,2,0.0007987449358796
S35726,127,1,2026-05-07,32,26,0.0019706503939318,val,2,0.0007865424390322
S39884,127,1,2026-05-07,49,31,0.0,val,2,0.0006681469947917
