ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S05822,248,1,2026-06-02,31,30,0.0,val,1,0.000781582370133
S05825,248,1,2026-06-02,26,25,0.0,val,1,0.0007821873434249
S05833,248,1,2026-06-02,23,23,0.0,val,1,0.0007772458286479
S08082,248,1,2026-06-02,27,22,0.0101588902213016,val,1,0.0007812338985237
S11464,248,1,2026-06-02,33,20,0.0143200081282689,val,1,0.000785374173133
S15765,248,1,2026-06-02,38,17,0.0111264089906757,val,1,0.0007596352955249
S16773,248,1,2026-06-02,57,21,0.0,val,1,0.0007788051595842
S17325,248,1,2026-06-02,36,13,0.0203351096740714,val,1,0.0007911698486688
S24096,248,1,2026-06-02,27,26,0.0,val,1,0.0007738474947021
S24098,248,1,2026-06-02,14,24,0.0,val,1,0.000763808771828
S24223,248,1,2026-06-02,16,19,0.0,val,1,0.0007613376630358
S26152,248,1,2026-06-02,36,29,0.0,val,1,0.000773468585889
S31818,248,1,2026-06-02,45,25,0.0,val,1,0.0006229820828208
S32560,248,1,2026-06-02,50,29,0.0,val,1,0.0007932891267314
S38030,248,1,2026-06-02,61,25,0.0028265697557036,val,1,0.0007859058864943
S43337,248,1,2026-06-02,44,11,0.0122212864317901,val,1,0.0007199583853768
S43664,248,1,2026-06-02,19,26,0.0080229388250914,val,1,0.0007655424342446
S05822,248,1,2026-06-02,30,30,0.0,val,2,0.0007752584966932
S05825,248,1,2026-06-02,28,25,0.0,val,2,0.0007675281412662
S05833,248,1,2026-06-02,25,23,0.0,val,2,0.0007830779447347
S08082,248,1,2026-06-02,25,22,0.0101588902213016,val,2,0.0007784803429698
S11464,248,1,2026-06-02,31,20,0.0143200081282689,val,2,0.0007863812608282
S15765,248,1,2026-06-02,40,17,0.0111264089906757,val,2,0.0007619422228532
S16773,248,1,2026-06-02,59,21,0.0,val,2,0.000795506156922
S17325,248,1,2026-06-02,38,13,0.0203351096740714,val,2,0.0007956026760306
S24096,248,1,2026-06-02,26,26,0.0,val,2,0.0007791433379455
S24098,248,1,2026-06-02,16,25,0.0,val,2,0.0007611803149884
S24223,248,1,2026-06-02,17,19,0.0,val,2,0.0007611880179683
S26152,248,1,2026-06-02,38,29,0.0,val,2,0.0007760238548523
S31818,248,1,2026-06-02,47,25,0.0,val,2,0.0007515274644622
S32560,248,1,2026-06-02,52,29,0.0,val,2,0.0007829844619587
S38030,248,1,2026-06-02,63,25,0.0028265697557036,val,2,0.0007763022723718
S43337,248,1,2026-06-02,50,12,0.0122212864317901,val,2,0.0006908549571941
S43664,248,1,2026-06-02,17,26,0.0080229388250914,val,2,0.0007713000538184
S05822,248,1,2026-06-02,34,30,0.0,val,3,0.0007604482413871
S05825,248,1,2026-06-02,22,25,0.0,val,3,0.0007705064063188
S05833,248,1,2026-06-02,19,23,0.0,val,3,0.0007742227309502
S08082,248,1,2026-06-02,31,22,0.0101588902213016,val,3,0.0007773363834003
S11464,248,1,2026-06-02,37,20,0.0143200081282689,val,3,0.0006120261017843
S15765,248,1,2026-06-02,34,17,0.0111264089906757,val,3,0.0007879612759052
S16773,248,1,2026-06-02,53,21,0.0,val,3,0.0007805723078069
S17325,248,1,2026-06-02,32,13,0.0203351096740714,val,3,0.0007860791312266
S24096,248,1,2026-06-02,29,26,0.0,val,3,0.0007685807514949
S24098,248,1,2026-06-02,18,24,0.0,val,3,0.000774715678557
S24223,248,1,2026-06-02,15,18,0.0,val,3,0.0007519739548364
S26152,248,1,2026-06-02,32,29,0.0,val,3,0.0007567852003714
S31818,248,1,2026-06-02,40,25,0.0,val,3,0.0006360636600153
S32560,248,1,2026-06-02,48,29,0.0,val,3,0.0007702666157605
S38030,248,1,2026-06-02,57,25,0.0028265697557036,val,3,0.000784728715127
S43337,248,1,2026-06-02,39,11,0.0122212864317901,val,3,0.0007975488260905
S43664,248,1,2026-06-02,21,26,0.0080229388250914,val,3,0.0007804654930964
