ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00622,53,13,2025-11-27,35,27,0.0,val,1,0.0008838343141832
S00628,53,8,2025-11-27,43,16,0.0,val,1,0.0008896600419742
S00968,53,11,2025-11-27,22,26,0.0,val,1,0.0008882888348337
S01149,53,25,2025-11-27,25,13,0.0,val,1,0.0007818816696122
S01563,53,10,2025-11-27,29,19,0.0101369463869463,val,1,0.0008765591941184
S01570,53,25,2025-11-27,29,20,0.0131396896177945,val,1,0.0008621148597179
S01580,53,14,2025-11-27,23,25,0.0043674645857499,val,1,0.0008800577660366
S01586,53,2,2025-11-27,25,19,0.0,val,1,0.0009036513758624
S01589,53,17,2025-11-27,36,26,0.0,val,1,0.000840291015409
S01592,53,17,2025-11-27,45,18,0.0071863387267022,val,1,0.0008573305201601
S01599,53,1,2025-11-27,39,23,0.0014333382360999,val,1,0.0008906679451264
S01601,53,16,2025-11-27,30,23,0.0044629227204971,val,1,0.000898591843654
S01603,53,15,2025-11-27,47,19,0.0058666949967833,val,1,0.0008461902323016
S01604,53,15,2025-11-27,46,21,0.0014652857012291,val,1,0.0008168956689702
S01611,53,9,2025-11-27,16,24,0.00287878129661,val,1,0.0008731860874327
S01613,53,7,2025-11-27,45,16,0.0103525952905957,val,1,0.0008587432897929
S01615,53,25,2025-11-27,21,21,0.0,val,1,0.0008595289106788
S01616,53,21,2025-11-27,49,19,0.0102221007753987,val,1,0.0008575512242031
S01622,53,20,2025-11-27,37,31,0.0,val,1,0.0008792581216188
S01732,53,23,2025-11-27,26,30,0.0,val,1,0.0008898100301734
S02136,53,13,2025-11-27,55,17,0.0,val,1,0.0008400959010305
S02137,53,17,2025-11-27,46,19,0.0,val,1,0.0008546376696879
S02138,53,16,2025-11-27,28,18,0.0,val,1,0.0008876840275239
S02141,53,22,2025-11-27,37,21,0.0,val,1,0.0008107479556214
S02308,53,18,2025-11-27,55,14,0.0144932607795449,val,1,0.000836789070877
S03061,53,25,2025-11-27,14,25,0.006086211119275,val,1,0.000765729624262
S03239,53,23,2025-11-27,56,29,0.0028601682722742,val,1,0.0008800260540143
S03250,53,25,2025-11-27,19,17,0.0,val,1,0.0008532773887494
S03255,53,17,2025-11-27,24,16,0.0,val,1,0.000876217000363
S03256,53,17,2025-11-27,41,20,0.0,val,1,0.0008650667496932
S03259,53,3,2025-11-27,15,18,0.0,val,1,0.0008605641358129
S03260,53,16,2025-11-27,29,25,0.0,val,1,0.0008959463144043
S03269,53,14,2025-11-27,56,28,0.0057569123489824,val,1,0.0006677767449511
S03464,53,11,2025-11-27,31,18,0.0,val,1,0.0008720244535953
S03467,53,4,2025-11-27,45,13,0.0028551896087183,val,1,0.0008667069199096
S03469,53,13,2025-11-27,52,23,0.0,val,1,0.0008842031326785
S03472,53,11,2025-11-27,45,23,0.0142548199647788,val,1,0.0008398453169011
S03520,53,16,2025-11-27,60,17,0.0,val,1,0.0008661686944182
S04266,53,20,2025-11-27,43,21,0.0,val,1,0.0008872570554155
S04267,53,11,2025-11-27,53,15,0.0,val,1,0.0008527328561895
S04388,53,10,2025-11-27,57,15,0.0,val,1,0.0008461362652826
S04390,53,15,2025-11-27,55,29,0.0,val,1,0.0008297518586481
S04943,53,9,2025-11-27,33,18,0.0,val,1,0.0008724348765297
S04947,53,11,2025-11-27,49,18,0.0,val,1,0.0008408105898422
