ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00141,38,11,2025-11-19,32,21,0.0,val,1,0.0007284913661249
S00160,38,18,2025-11-19,60,27,0.0098232506658365,val,1,0.000724686470063
S00228,38,6,2025-11-19,23,26,0.0,val,1,0.000293743750632
S00240,38,14,2025-11-19,56,15,0.0,val,1,0.0004782765302294
S00250,38,2,2025-11-19,58,26,0.0,val,1,0.0005708663911388
S00317,38,14,2025-11-19,23,17,0.0,val,1,0.0004786317490807
S00364,38,8,2025-11-19,16,20,0.0,val,1,0.0007221796456876
S00368,38,16,2025-11-19,38,18,0.0,val,1,0.0007585789307708
S00375,38,25,2025-11-19,52,20,0.0022274809297155,val,1,0.000680141587897
S00386,38,5,2025-11-19,55,26,0.0,val,1,0.0006909321976646
S00387,38,8,2025-11-19,35,17,0.0066999191156646,val,1,0.000767995658969
S00399,38,8,2025-11-19,24,16,0.0021992415492926,val,1,0.000759908334412
S00401,38,8,2025-11-19,34,21,0.0,val,1,0.0007681335824355
S00407,38,9,2025-11-19,29,13,0.0043740951475707,val,1,0.0006998902855556
S00783,38,24,2025-11-19,46,23,0.0,val,1,0.000465858408425
S00785,38,2,2025-11-19,33,13,0.0,val,1,0.0006741255752114
S00814,38,13,2025-11-19,39,16,0.0,val,1,0.0008348231092598
S01080,38,17,2025-11-19,49,24,0.0,val,1,0.0004168097269452
S01084,38,17,2025-11-19,48,13,0.0,val,1,0.0006056383259032
S01086,38,17,2025-11-19,33,18,0.0,val,1,0.0003964546272206
S01088,38,3,2025-11-19,60,20,0.0,val,1,0.0005034632515144
S01185,38,8,2025-11-19,56,17,0.0,val,1,0.0007958178585716
S01299,38,5,2025-11-19,40,29,0.0,val,1,0.0006906064378627
S01303,38,9,2025-11-19,45,30,0.0,val,1,0.0007015451424685
S01310,38,4,2025-11-19,31,24,0.0087035707405915,val,1,0.0006614217288587
S01311,38,13,2025-11-19,20,15,0.0,val,1,0.0007371019854329
S01327,38,6,2025-11-19,59,21,0.0,val,1,0.0004009419756007
S01724,38,19,2025-11-19,49,31,0.0088860281957071,val,1,0.0006015343998985
S02112,38,23,2025-11-19,24,21,0.0,val,1,0.0002601526124876
S02186,38,17,2025-11-19,25,20,0.0,val,1,0.0005859943497272
S02206,38,10,2025-11-19,44,12,0.0169539140083997,val,1,0.0004540374738531
S02208,38,23,2025-11-19,31,27,0.0,val,1,0.0002112560145701
S02345,38,1,2025-11-19,37,24,0.0,val,1,0.0005221952914482
S02350,38,17,2025-11-19,36,16,0.0206541162781033,val,1,0.00037052390183
S02434,38,8,2025-11-19,40,31,0.0,val,1,0.0007206102123751
S02440,38,10,2025-11-19,27,20,0.0,val,1,0.0003566381023368
S02444,38,24,2025-11-19,39,29,0.0,val,1,0.0003319621410767
S02446,38,14,2025-11-19,38,16,0.0,val,1,0.0004906900444013
S02449,38,3,2025-11-19,15,23,0.0,val,1,0.0005198556197892
S02455,38,2,2025-11-19,36,19,0.0,val,1,0.0005615191500158
S02602,38,18,2025-11-19,36,17,0.0,val,1,0.0007437576626273
S02873,38,3,2025-11-19,56,22,0.0,val,1,0.0005157457151199
S03197,38,16,2025-11-19,37,30,0.0,val,1,0.000769875364895
S03199,38,16,2025-11-19,20,17,0.0,val,1,0.0006086893678924
S03205,38,21,2025-11-19,36,23,0.0171654549536325,val,1,0.0007605010126446
S03211,38,3,2025-11-19,27,15,0.0028423550942209,val,1,0.000644467835128
S03526,38,23,2025-11-19,47,22,0.0,val,1,0.0002246263484543
S03529,38,6,2025-11-19,17,21,0.0,val,1,0.0003492865780478
S03533,38,19,2025-11-19,36,15,0.0,val,1,0.0003634827411192
S03542,38,6,2025-11-19,26,24,0.0,val,1,0.0003965830986217
S03788,38,1,2025-11-19,59,26,0.0,val,1,0.0005532721504165
S03792,38,14,2025-11-19,39,20,0.0,val,1,0.0006328789799035
S03793,38,3,2025-11-19,24,27,0.0,val,1,0.0005385218048523
S03924,38,14,2025-11-19,15,24,0.0,val,1,0.0005258550545534
S04077,38,4,2025-11-19,21,16,0.0,val,1,0.0006863724893934
S04090,38,5,2025-11-19,43,27,0.0,val,1,0.0007365993814513
S04091,38,9,2025-11-19,35,22,0.0,val,1,0.0007012648437764
S04107,38,19,2025-11-19,63,21,0.0,val,1,0.0005608034681589
S04204,38,7,2025-11-19,36,22,0.0,val,1,0.0004589960403894
S04350,38,11,2025-11-19,44,31,0.0,val,1,0.0006584648616764
S04355,38,20,2025-11-19,14,20,0.0,val,1,0.0005819079559853
S04449,38,13,2025-11-19,47,20,0.0,val,1,0.0008246980946248
