ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S04691,277,1,2026-06-05,24,20,0.0,val,1,0.0004463508937136
S07177,277,1,2026-06-05,39,22,0.0,val,1,0.0005732170845182
S07179,277,1,2026-06-05,26,14,0.0,val,1,0.0004428990369546
S08832,277,1,2026-06-05,29,30,0.0,val,1,0.0004636773206727
S13820,277,1,2026-06-05,49,20,0.0053139166880506,val,1,0.000497125836447
S16356,277,1,2026-06-05,43,27,0.0075624434148159,val,1,0.0004949372123618
S18908,277,1,2026-06-05,45,13,0.0,val,1,0.0004577762023009
S20694,277,1,2026-06-05,50,15,0.0,val,1,0.0004254306926352
S21116,277,1,2026-06-05,37,17,0.0,val,1,0.000474353804294
S21411,277,1,2026-06-05,61,19,0.0,val,1,0.0004686251216784
S22924,277,1,2026-06-05,42,18,0.0047406474751521,val,1,0.0005521202269878
S23668,277,1,2026-06-05,44,27,0.0,val,1,0.000415830522177
S23679,277,1,2026-06-05,56,19,0.0,val,1,0.000481228347123
S25727,277,1,2026-06-05,46,30,0.0,val,1,0.0004830884524009
S25826,277,1,2026-06-05,53,19,0.0,val,1,0.0004964582171023
S26447,277,1,2026-06-05,23,24,0.0462471851562354,val,1,0.0004804357991825
S27363,277,1,2026-06-05,54,17,0.0,val,1,0.0004263598345132
S30057,277,1,2026-06-05,49,26,0.0,val,1,0.0005090169485533
S35260,277,1,2026-06-05,52,18,0.0140480138689982,val,1,0.0004939029815659
S37176,277,1,2026-06-05,58,25,0.0,val,1,0.0004649172091449
S38496,277,1,2026-06-05,48,20,0.0108802434372374,val,1,0.000520478919427
S38497,277,1,2026-06-05,42,23,0.0125450139669504,val,1,0.0006912757035418
S38499,277,1,2026-06-05,46,29,0.0,val,1,0.0005127044883791
S39787,277,1,2026-06-05,49,15,0.0,val,1,0.0004518360181895
S40091,277,1,2026-06-05,50,25,0.0057373737373737,val,1,0.0004307694871656
S41263,277,1,2026-06-05,59,23,0.0,val,1,0.0005405914004454
S04691,277,1,2026-06-05,22,20,0.0,val,2,0.0004279662138766
S07177,277,1,2026-06-05,37,22,0.0,val,2,0.0006113968985837
S07179,277,1,2026-06-05,24,14,0.0,val,2,0.0005315731404977
S08832,277,1,2026-06-05,27,30,0.0,val,2,0.0006039299462398
S13820,277,1,2026-06-05,47,20,0.0053139166880506,val,2,0.00059852494528
S16356,277,1,2026-06-05,45,27,0.0075624434148159,val,2,0.0004059552264926
S18908,277,1,2026-06-05,47,13,0.0,val,2,0.0004438305028444
S20694,277,1,2026-06-05,52,15,0.0,val,2,0.0004490011908907
S21116,277,1,2026-06-05,39,17,0.0,val,2,0.0004461752285152
S21411,277,1,2026-06-05,63,19,0.0,val,2,0.0004313434280607
S22924,277,1,2026-06-05,40,18,0.0047406474751521,val,2,0.0006183748740301
S23668,277,1,2026-06-05,46,27,0.0,val,2,0.0004227157849665
S23679,277,1,2026-06-05,58,19,0.0,val,2,0.0005124142962176
S25727,277,1,2026-06-05,44,30,0.0,val,2,0.000534882969373
S25826,277,1,2026-06-05,55,19,0.0,val,2,0.0004661427389509
S26447,277,1,2026-06-05,21,24,0.0462471851562354,val,2,0.0004561526523051
S27363,277,1,2026-06-05,56,17,0.0,val,2,0.0004473877298207
S30057,277,1,2026-06-05,47,26,0.0,val,2,0.0004522910509322
S35260,277,1,2026-06-05,50,18,0.0140480138689982,val,2,0.00043819357232
S37176,277,1,2026-06-05,62,25,0.0,val,2,0.0005074414713712
S38496,277,1,2026-06-05,46,20,0.0108802434372374,val,2,0.0005160899910361
S38497,277,1,2026-06-05,44,23,0.0125450139669504,val,2,0.0005387610875992
S38499,277,1,2026-06-05,48,29,0.0,val,2,0.0005262426078855
S39787,277,1,2026-06-05,51,15,0.0,val,2,0.0004483037440046
S40091,277,1,2026-06-05,52,25,0.0057373737373737,val,2,0.000419882110102
S41263,277,1,2026-06-05,61,23,0.0,val,2,0.000592548774416
S04691,277,1,2026-06-05,28,20,0.0,val,3,0.0004730919683347
S07177,277,1,2026-06-05,43,22,0.0,val,3,0.0005128032008929
S07179,277,1,2026-06-05,30,14,0.0,val,3,0.0004464535666003
S08832,277,1,2026-06-05,33,30,0.0,val,3,0.0004757693799049
S13820,277,1,2026-06-05,53,20,0.0053139166880506,val,3,0.0004513929352295
S16356,277,1,2026-06-05,39,27,0.0075624434148159,val,3,0.0004856624683871
S18908,277,1,2026-06-05,41,13,0.0,val,3,0.0004423850609329
S20694,277,1,2026-06-05,46,15,0.0,val,3,0.000438104342097
S21116,277,1,2026-06-05,33,17,0.0,val,3,0.0004377775927855
S21411,277,1,2026-06-05,57,19,0.0,val,3,0.000450306611745
S22924,277,1,2026-06-05,47,18,0.0047406474751521,val,3,0.0004983306984066
S23668,277,1,2026-06-05,40,27,0.0,val,3,0.000434609647079
S23679,277,1,2026-06-05,52,19,0.0,val,3,0.0004904922754299
S25727,277,1,2026-06-05,50,30,0.0,val,3,0.0004738838858726
S25826,277,1,2026-06-05,49,19,0.0,val,3,0.0005183914598676
S26447,277,1,2026-06-05,27,24,0.0462471851562354,val,3,0.0004963566218087
S27363,277,1,2026-06-05,50,17,0.0,val,3,0.0004394794736368
S30057,277,1,2026-06-05,53,26,0.0,val,3,0.0004649975263646
S35260,277,1,2026-06-05,56,18,0.0140480138689982,val,3,0.0004614817035228
S37176,277,1,2026-06-05,54,25,0.0,val,3,0.0004287908983127
S38496,277,1,2026-06-05,52,20,0.0108802434372374,val,3,0.0004890930484084
S38497,277,1,2026-06-05,38,23,0.0125450139669504,val,3,0.0006477417528594
S38499,277,1,2026-06-05,41,29,0.0,val,3,0.0004249656237389
S39787,277,1,2026-06-05,45,15,0.0,val,3,0.0004099071643752
S40091,277,1,2026-06-05,45,25,0.0057373737373737,val,3,0.0004738396472092
S41263,277,1,2026-06-05,55,23,0.0,val,3,0.0004569822269344
S04691,277,1,2026-06-05,26,20,0.0,val,4,0.0004663526026358
S07177,277,1,2026-06-05,41,22,0.0,val,4,0.0005441107705208
S07179,277,1,2026-06-05,28,14,0.0,val,4,0.0004222006234825
S08832,277,1,2026-06-05,31,30,0.0,val,4,0.0004888135102389
S13820,277,1,2026-06-05,51,20,0.0053139166880506,val,4,0.0004381245892925
S16356,277,1,2026-06-05,41,27,0.0075624434148159,val,4,0.0004843816286702
S18908,277,1,2026-06-05,43,13,0.0,val,4,0.0004169477625454
S20694,277,1,2026-06-05,48,15,0.0,val,4,0.0004159714390164
S21116,277,1,2026-06-05,35,17,0.0,val,4,0.0004033149505374
S21411,277,1,2026-06-05,59,19,0.0,val,4,0.0004610349591484
S22924,277,1,2026-06-05,45,18,0.0047406474751521,val,4,0.0004864449582598
S23668,277,1,2026-06-05,42,27,0.0,val,4,0.0004792575644218
S23679,277,1,2026-06-05,54,19,0.0,val,4,0.0005238385226898
S25727,277,1,2026-06-05,48,30,0.0,val,4,0.0004901299257308
S25826,277,1,2026-06-05,51,19,0.0,val,4,0.0004759013723942
S26447,277,1,2026-06-05,25,24,0.0462471851562354,val,4,0.0005035457749859
S27363,277,1,2026-06-05,52,17,0.0,val,4,0.0004459798488583
S30057,277,1,2026-06-05,51,26,0.0,val,4,0.0004784046650997
S35260,277,1,2026-06-05,54,18,0.0140480138689982,val,4,0.0004386169935926
S37176,277,1,2026-06-05,56,25,0.0,val,4,0.0004692140130211
S38496,277,1,2026-06-05,50,20,0.0108802434372374,val,4,0.0004307641486148
S38497,277,1,2026-06-05,40,23,0.0125450139669504,val,4,0.0006951712444321
S38499,277,1,2026-06-05,44,29,0.0,val,4,0.000490988280024
S39787,277,1,2026-06-05,47,15,0.0,val,4,0.0004234009063195
S40091,277,1,2026-06-05,47,25,0.0057373737373737,val,4,0.0005419384983022
S41263,277,1,2026-06-05,57,23,0.0,val,4,0.0004551049909744
S00904,277,2,2026-06-05,63,26,0.0,val,1,0.0004311302451448
S01871,277,2,2026-06-05,52,18,0.0058480048243098,val,1,0.0006959551361532
S01983,277,2,2026-06-05,47,16,0.0,val,1,0.0007076693662876
S09620,277,2,2026-06-05,30,16,0.0,val,1,0.0006970198038481
S11479,277,2,2026-06-05,24,24,0.0109720744699199,val,1,0.0006922142233749
S11481,277,2,2026-06-05,37,20,0.0212858846138436,val,1,0.0007099029322688
S13790,277,2,2026-06-05,31,13,0.0147028765679123,val,1,0.000688394244531
S15541,277,2,2026-06-05,24,23,0.0066364886698981,val,1,0.0007232917899283
S16308,277,2,2026-06-05,30,25,0.0,val,1,0.0006924736104527
S17719,277,2,2026-06-05,45,11,0.0226954851706303,val,1,0.0003816520521433
S18386,277,2,2026-06-05,30,21,0.0,val,1,0.0007207316951526
S20677,277,2,2026-06-05,58,22,0.0,val,1,0.0007085126929678
S21782,277,2,2026-06-05,41,30,0.0,val,1,0.0006022733694347
S21904,277,2,2026-06-05,40,14,0.0,val,1,0.0006965877821208
S25599,277,2,2026-06-05,29,20,0.0029990888080281,val,1,0.0007039355906894
S26961,277,2,2026-06-05,25,23,0.0097756469358903,val,1,0.0006924558582004
S28821,277,2,2026-06-05,33,30,0.0,val,1,0.0005955532680692
S29201,277,2,2026-06-05,43,26,0.0,val,1,0.000650927966635
S29298,277,2,2026-06-05,33,24,0.0,val,1,0.0007142601142941
S29305,277,2,2026-06-05,35,29,0.0,val,1,0.0006325464283047
S31089,277,2,2026-06-05,49,21,0.0,val,1,0.0007132208365723
S35241,277,2,2026-06-05,35,28,0.004269303596695,val,1,0.0006476784810683
S38489,277,2,2026-06-05,32,22,0.0096966960438372,val,1,0.0006930611452203
S39079,277,2,2026-06-05,42,22,0.0,val,1,0.0007258240468782
S39671,277,2,2026-06-05,37,16,0.0,val,1,0.0007163924181018
S40591,277,2,2026-06-05,33,22,0.0021273135069426,val,1,0.0006931272400744
S42499,277,2,2026-06-05,48,24,0.0,val,1,0.0007374035014427
S43194,277,2,2026-06-05,45,14,0.0162276110189396,val,1,0.0006948948294342
S00904,277,2,2026-06-05,59,28,0.0,val,2,0.0003904595158249
S01871,277,2,2026-06-05,50,18,0.0058480048243098,val,2,0.0007151150275196
S01983,277,2,2026-06-05,44,16,0.0,val,2,0.0007058235904862
S09620,277,2,2026-06-05,28,16,0.0,val,2,0.0007030835698157
S11479,277,2,2026-06-05,21,24,0.0109720744699199,val,2,0.0006940770716143
S11481,277,2,2026-06-05,35,20,0.0212858846138436,val,2,0.0006926542756615
S13790,277,2,2026-06-05,32,13,0.0147028765679123,val,2,0.0006201751851491
S15541,277,2,2026-06-05,26,23,0.0066364886698981,val,2,0.0007018052350613
S16308,277,2,2026-06-05,32,25,0.0,val,2,0.0007263895551797
S17719,277,2,2026-06-05,47,11,0.0226954851706303,val,2,0.0003722791461675
S18386,277,2,2026-06-05,32,21,0.0,val,2,0.0006978338847512
S20677,277,2,2026-06-05,56,22,0.0,val,2,0.0007222429733841
S21782,277,2,2026-06-05,39,30,0.0,val,2,0.0006047561018323
S21904,277,2,2026-06-05,38,14,0.0,val,2,0.0006795066487268
S25599,277,2,2026-06-05,27,20,0.0029990888080281,val,2,0.0006991555918543
S26961,277,2,2026-06-05,27,23,0.0097756469358903,val,2,0.0007043786109231
S28821,277,2,2026-06-05,30,30,0.0,val,2,0.0005845443401731
S29201,277,2,2026-06-05,41,26,0.0,val,2,0.0006542682326487
S29298,277,2,2026-06-05,31,24,0.0,val,2,0.0007018497125599
S29305,277,2,2026-06-05,37,29,0.0,val,2,0.0006089366583002
S31089,277,2,2026-06-05,51,21,0.0,val,2,0.0007033210868709
S35241,277,2,2026-06-05,33,28,0.004269303596695,val,2,0.0006139624294066
S38489,277,2,2026-06-05,30,22,0.0096966960438372,val,2,0.0007098097557116
S39079,277,2,2026-06-05,40,22,0.0,val,2,0.0007190421090966
S39671,277,2,2026-06-05,35,16,0.0,val,2,0.0006962729121366
S40591,277,2,2026-06-05,31,22,0.0021273135069426,val,2,0.000690784929027
S42499,277,2,2026-06-05,46,24,0.0,val,2,0.0007287375579921
S43194,277,2,2026-06-05,43,14,0.0162276110189396,val,2,0.0007001448321482
S00904,277,2,2026-06-05,62,16,0.0,val,3,0.000395524579719
S01871,277,2,2026-06-05,56,18,0.0058480048243098,val,3,0.0007093678423731
S01983,277,2,2026-06-05,51,16,0.0,val,3,0.0007063727067893
S09620,277,2,2026-06-05,34,16,0.0,val,3,0.000701761827675
S11479,277,2,2026-06-05,29,24,0.0109720744699199,val,3,0.0006975323731396
S11481,277,2,2026-06-05,42,20,0.0212858846138436,val,3,0.0007136556410814
S13790,277,2,2026-06-05,29,13,0.0147028765679123,val,3,0.0006303637056979
S15541,277,2,2026-06-05,20,23,0.0066364886698981,val,3,0.0006916149721569
S16308,277,2,2026-06-05,26,25,0.0,val,3,0.0006937308206955
S17719,277,2,2026-06-05,40,11,0.0226954851706303,val,3,0.0002895871448944
S18386,277,2,2026-06-05,26,21,0.0,val,3,0.0007131981739682
S20677,277,2,2026-06-05,62,22,0.0,val,3,0.0006854682862143
S21782,277,2,2026-06-05,45,30,0.0,val,3,0.0006285496474847
S21904,277,2,2026-06-05,44,14,0.0,val,3,0.0006919132936976
S25599,277,2,2026-06-05,33,20,0.0029990888080281,val,3,0.0006768077186711
S26961,277,2,2026-06-05,21,23,0.0097756469358903,val,3,0.0006617744769453
S28821,277,2,2026-06-05,37,30,0.0,val,3,0.0006044065649532
S29201,277,2,2026-06-05,48,26,0.0,val,3,0.0006503306441539
S29298,277,2,2026-06-05,37,24,0.0,val,3,0.0007017727551528
S29305,277,2,2026-06-05,31,29,0.0,val,3,0.0006128838191716
S31089,277,2,2026-06-05,45,21,0.0,val,3,0.0007244753684814
S35241,277,2,2026-06-05,39,28,0.004269303596695,val,3,0.0006520177282015
S38489,277,2,2026-06-05,36,22,0.0096966960438372,val,3,0.0007367814568841
S39079,277,2,2026-06-05,46,22,0.0,val,3,0.0007146083956594
