ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S06545,276,1,2026-06-05,39,26,0.0061987078749781,val,1,0.0008810499525723
S08000,276,1,2026-06-05,31,28,0.0154497673328646,val,1,0.0008769129035224
S10662,276,1,2026-06-05,26,22,0.0,val,1,0.0008607788435104
S13177,276,1,2026-06-05,23,19,0.0,val,1,0.0008709157207839
S13884,276,1,2026-06-05,34,29,0.0078074681496143,val,1,0.0008763489404402
S16636,276,1,2026-06-05,37,14,0.0,val,1,0.0007484977529455
S17501,276,1,2026-06-05,48,30,0.0085523729823627,val,1,0.0008734380036296
S20217,276,1,2026-06-05,52,18,0.0,val,1,0.000844206920771
S21567,276,1,2026-06-05,30,26,0.0,val,1,0.0008796532113559
S22012,276,1,2026-06-05,45,14,0.0,val,1,0.0007209977013101
S26607,276,1,2026-06-05,39,19,0.0100415451250773,val,1,0.00073757106734
S31491,276,1,2026-06-05,24,19,0.0080425396948689,val,1,0.0008828067776569
S31509,276,1,2026-06-05,43,21,0.0015743741308472,val,1,0.0008636181767947
S32283,276,1,2026-06-05,44,14,0.0,val,1,0.0007443257288515
S34687,276,1,2026-06-05,43,22,0.0,val,1,0.0008761991421361
S37562,276,1,2026-06-05,34,17,0.0,val,1,0.0008650324958576
S37585,276,1,2026-06-05,39,30,0.0,val,1,0.0008700432376913
S39023,276,1,2026-06-05,59,20,0.0,val,1,0.0008623532962648
S40313,276,1,2026-06-05,42,20,0.0164885111239391,val,1,0.0008617246556821
S41212,276,1,2026-06-05,44,13,0.0,val,1,0.0007514429293099
S42070,276,1,2026-06-05,40,26,0.0212765561424864,val,1,0.0008770965651802
S06545,276,1,2026-06-05,36,26,0.0061987078749781,val,2,0.0008833160148453
S08000,276,1,2026-06-05,28,28,0.0154497673328646,val,2,0.0008739197874968
S10662,276,1,2026-06-05,25,22,0.0,val,2,0.0008919141305636
S13177,276,1,2026-06-05,25,19,0.0,val,2,0.000872222452007
S13884,276,1,2026-06-05,35,29,0.0078074681496143,val,2,0.000868841819526
S16636,276,1,2026-06-05,35,14,0.0,val,2,0.0007401941819189
S17501,276,1,2026-06-05,46,30,0.0085523729823627,val,2,0.0008734004075726
S20217,276,1,2026-06-05,50,18,0.0,val,2,0.000857134101446
S21567,276,1,2026-06-05,28,26,0.0,val,2,0.0008913242554302
S22012,276,1,2026-06-05,43,14,0.0,val,2,0.0007570778316379
S26607,276,1,2026-06-05,41,19,0.0100415451250773,val,2,0.000834568164541
S31491,276,1,2026-06-05,26,19,0.0080425396948689,val,2,0.0008192736116678
S31509,276,1,2026-06-05,46,21,0.0015743741308472,val,2,0.0008481318576055
S32283,276,1,2026-06-05,42,14,0.0,val,2,0.0007434580945402
S34687,276,1,2026-06-05,41,22,0.0,val,2,0.0008442041891094
S37562,276,1,2026-06-05,36,17,0.0,val,2,0.0008855012999034
S37585,276,1,2026-06-05,37,30,0.0,val,2,0.0008719056325212
S39023,276,1,2026-06-05,57,20,0.0,val,2,0.0008547412722453
S40313,276,1,2026-06-05,40,20,0.0164885111239391,val,2,0.0008450159778389
S41212,276,1,2026-06-05,46,13,0.0,val,2,0.0007486546998595
S42070,276,1,2026-06-05,38,26,0.0212765561424864,val,2,0.0008810089095286
S06545,276,1,2026-06-05,44,26,0.0061987078749781,val,3,0.0008776104182414
S08000,276,1,2026-06-05,35,28,0.0154497673328646,val,3,0.0008498531598986
S10662,276,1,2026-06-05,28,22,0.0,val,3,0.0008826302971259
S13177,276,1,2026-06-05,18,19,0.0,val,3,0.000865144331457
S13884,276,1,2026-06-05,32,29,0.0078074681496143,val,3,0.0008765212177031
S16636,276,1,2026-06-05,41,14,0.0,val,3,0.0007200463812497
S17501,276,1,2026-06-05,53,29,0.0085523729823627,val,3,0.0008650662742446
S20217,276,1,2026-06-05,56,18,0.0,val,3,0.0007604443761102
S21567,276,1,2026-06-05,35,26,0.0,val,3,0.0008673008256497
S22012,276,1,2026-06-05,49,14,0.0,val,3,0.0007476488939214
S26607,276,1,2026-06-05,35,19,0.0100415451250773,val,3,0.0008586583651614
S31491,276,1,2026-06-05,20,19,0.0080425396948689,val,3,0.0008654039830728
S31509,276,1,2026-06-05,39,21,0.0015743741308472,val,3,0.0008525731128715
S32283,276,1,2026-06-05,48,14,0.0,val,3,0.0007498669678904
S34687,276,1,2026-06-05,48,22,0.0,val,3,0.0008123646723681
S37562,276,1,2026-06-05,30,17,0.0,val,3,0.0008338960529298
S37585,276,1,2026-06-05,43,30,0.0,val,3,0.0008685414428567
S39023,276,1,2026-06-05,63,20,0.0,val,3,0.0008607012416471
S40313,276,1,2026-06-05,46,20,0.0164885111239391,val,3,0.0008398316758897
S41212,276,1,2026-06-05,40,13,0.0,val,3,0.0007247797729441
S42070,276,1,2026-06-05,45,26,0.0212765561424864,val,3,0.000833929226267
S06545,276,1,2026-06-05,41,26,0.0061987078749781,val,4,0.0008842270413837
S08000,276,1,2026-06-05,33,28,0.0154497673328646,val,4,0.0008771145587199
S10662,276,1,2026-06-05,27,22,0.0,val,4,0.0008948788254513
S13177,276,1,2026-06-05,21,19,0.0,val,4,0.0008717433792742
S13884,276,1,2026-06-05,33,29,0.0078074681496143,val,4,0.0008645902731521
S16636,276,1,2026-06-05,39,14,0.0,val,4,0.0007414543119703
S17501,276,1,2026-06-05,51,30,0.0085523729823627,val,4,0.000838775901001
S20217,276,1,2026-06-05,54,18,0.0,val,4,0.0008371907106528
S21567,276,1,2026-06-05,32,26,0.0,val,4,0.0008638574581911
S22012,276,1,2026-06-05,47,14,0.0,val,4,0.0007407495691773
S26607,276,1,2026-06-05,37,19,0.0100415451250773,val,4,0.000850677350431
S31491,276,1,2026-06-05,22,19,0.0080425396948689,val,4,0.000881541982928
S31509,276,1,2026-06-05,41,21,0.0015743741308472,val,4,0.000841792356625
S32283,276,1,2026-06-05,46,14,0.0,val,4,0.0007504353123092
S34687,276,1,2026-06-05,45,22,0.0,val,4,0.0008718616804405
S37562,276,1,2026-06-05,32,17,0.0,val,4,0.0008621667582747
S37585,276,1,2026-06-05,41,30,0.0,val,4,0.0008528248180255
S39023,276,1,2026-06-05,61,20,0.0,val,4,0.0008397724035227
S40313,276,1,2026-06-05,44,20,0.0164885111239391,val,4,0.0008461445534412
S41212,276,1,2026-06-05,42,13,0.0,val,4,0.0007553691707678
S42070,276,1,2026-06-05,43,26,0.0212765561424864,val,4,0.0008803384475689
S00628,276,2,2026-06-05,43,16,0.0,val,1,0.0008896600419742
S08578,276,2,2026-06-05,27,21,0.0139838496384457,val,1,0.0009063989904945
S12581,276,2,2026-06-05,47,20,0.0,val,1,0.0008902440681648
S18551,276,2,2026-06-05,17,18,0.0085137363225626,val,1,0.0009078554801534
S21548,276,2,2026-06-05,44,17,0.0,val,1,0.0008896482577669
S21549,276,2,2026-06-05,18,20,0.0,val,1,0.0009044798158655
S24007,276,2,2026-06-05,35,21,0.0,val,1,0.0008939654098468
S26250,276,2,2026-06-05,56,29,0.0,val,1,0.0008726652002274
S31964,276,2,2026-06-05,46,28,0.0,val,1,0.0008572572552709
S32285,276,2,2026-06-05,44,29,0.0,val,1,0.0008729678237015
S33032,276,2,2026-06-05,48,29,0.0,val,1,0.0008377035912662
S36453,276,2,2026-06-05,32,28,0.0,val,1,0.000886817216099
S37583,276,2,2026-06-05,40,25,0.0,val,1,0.0008903960566979
S39658,276,2,2026-06-05,28,31,0.0,val,1,0.0008868574718008
S41210,276,2,2026-06-05,41,12,0.0,val,1,0.0008940026700068
S41446,276,2,2026-06-05,31,26,0.0,val,1,0.0008972547754359
S41454,276,2,2026-06-05,51,17,0.0,val,1,0.0008603324570994
S41818,276,2,2026-06-05,36,30,0.0070152037249743,val,1,0.0008798760538522
S42061,276,2,2026-06-05,24,24,0.0143623976823656,val,1,0.0008879997057304
S00628,276,2,2026-06-05,40,16,0.0,val,2,0.000889835561014
S08578,276,2,2026-06-05,29,21,0.0139838496384457,val,2,0.000904781867877
S12581,276,2,2026-06-05,44,20,0.0,val,2,0.0008899445048801
S18551,276,2,2026-06-05,16,18,0.0085137363225626,val,2,0.0008945965814434
S21548,276,2,2026-06-05,46,17,0.0,val,2,0.000894532643216
S21549,276,2,2026-06-05,16,20,0.0,val,2,0.0009069453529492
S24007,276,2,2026-06-05,37,21,0.0,val,2,0.000893272510553
S26250,276,2,2026-06-05,50,30,0.0,val,2,0.0008731397445571
S31964,276,2,2026-06-05,44,28,0.0,val,2,0.000827868316905
S32285,276,2,2026-06-05,45,29,0.0,val,2,0.0008683369997969
S33032,276,2,2026-06-05,49,29,0.0,val,2,0.000828009600737
S36453,276,2,2026-06-05,30,28,0.0,val,2,0.0008924034744757
S37583,276,2,2026-06-05,42,25,0.0,val,2,0.00089260987547
S39658,276,2,2026-06-05,30,31,0.0,val,2,0.000886326220791
S41210,276,2,2026-06-05,39,12,0.0,val,2,0.0008942492159615
S41446,276,2,2026-06-05,29,26,0.0,val,2,0.0008908468205422
S41454,276,2,2026-06-05,53,17,0.0,val,2,0.0008575261085101
S41818,276,2,2026-06-05,34,30,0.0070152037249743,val,2,0.0008792774090107
S42061,276,2,2026-06-05,22,24,0.0143623976823656,val,2,0.0008581498839186
S00628,276,2,2026-06-05,48,16,0.0,val,3,0.0008838434144323
S08578,276,2,2026-06-05,22,21,0.0139838496384457,val,3,0.0008897838791158
S12581,276,2,2026-06-05,52,20,0.0,val,3,0.0008774035499457
S18551,276,2,2026-06-05,19,18,0.0085137363225626,val,3,0.0008983394827338
S21548,276,2,2026-06-05,40,17,0.0,val,3,0.0008947584002325
S21549,276,2,2026-06-05,22,20,0.0,val,3,0.0008928021620294
S24007,276,2,2026-06-05,30,21,0.0,val,3,0.0007348958682048
S26250,276,2,2026-06-05,51,29,0.0,val,3,0.0008304442228048
S31964,276,2,2026-06-05,51,28,0.0,val,3,0.0008489388063176
S32285,276,2,2026-06-05,41,29,0.0,val,3,0.0008689842990969
S33032,276,2,2026-06-05,46,29,0.0,val,3,0.000856188348551
S36453,276,2,2026-06-05,34,28,0.0,val,3,0.0008824270307548
S37583,276,2,2026-06-05,34,25,0.0,val,3,0.0008943252134335
S39658,276,2,2026-06-05,26,30,0.0,val,3,0.0008947250773762
S41210,276,2,2026-06-05,43,12,0.0,val,3,0.0008957892861155
S41446,276,2,2026-06-05,35,26,0.0,val,3,0.0008923853363407
S41454,276,2,2026-06-05,47,17,0.0,val,3,0.0008572793061097
S41818,276,2,2026-06-05,40,30,0.0070152037249743,val,3,0.0008747818636282
S42061,276,2,2026-06-05,28,24,0.0143623976823656,val,3,0.0008998809678121
S00628,276,2,2026-06-05,45,16,0.0,val,4,0.0008870470735225
S08578,276,2,2026-06-05,25,21,0.0139838496384457,val,4,0.0008985725709107
S12581,276,2,2026-06-05,50,20,0.0,val,4,0.0008898901965166
S18551,276,2,2026-06-05,18,18,0.0085137363225626,val,4,0.0009002409236422
S21548,276,2,2026-06-05,42,17,0.0,val,4,0.0008936713556467
S21549,276,2,2026-06-05,20,20,0.0,val,4,0.0008981226404023
S24007,276,2,2026-06-05,33,21,0.0,val,4,0.0008944880044348
S26250,276,2,2026-06-05,54,29,0.0,val,4,0.0008584365645432
S31964,276,2,2026-06-05,49,28,0.0,val,4,0.0008521628091057
S32285,276,2,2026-06-05,43,29,0.0,val,4,0.0008693232649293
S33032,276,2,2026-06-05,47,29,0.0,val,4,0.0008522181618036
S36453,276,2,2026-06-05,33,28,0.0,val,4,0.0008861998589916
S37583,276,2,2026-06-05,38,25,0.0,val,4,0.0008914230018759
S39658,276,2,2026-06-05,24,30,0.0,val,4,0.000883250238058
S41210,276,2,2026-06-05,42,12,0.0,val,4,0.0008945104579627
S41446,276,2,2026-06-05,33,26,0.0,val,4,0.0008921295206983
S41454,276,2,2026-06-05,49,17,0.0,val,4,0.0008896302706477
S41818,276,2,2026-06-05,38,30,0.0070152037249743,val,4,0.0008899033528446
S42061,276,2,2026-06-05,26,24,0.0143623976823656,val,4,0.0008957035165067
S01603,276,3,2026-06-05,47,19,0.0058666949967833,val,1,0.0008461902323016
S01604,276,3,2026-06-05,46,21,0.0014652857012291,val,1,0.0008168956689702
S04390,276,3,2026-06-05,55,29,0.0,val,1,0.0008297518586481
S08597,276,3,2026-06-05,31,29,0.0067895247332686,val,1,0.0008618604001771
S09363,276,3,2026-06-05,35,12,0.0,val,1,0.0008287768046757
S12036,276,3,2026-06-05,50,20,0.0026629374825864,val,1,0.0008577134265851
S14569,276,3,2026-06-05,27,25,0.0,val,1,0.0008515864299551
S14792,276,3,2026-06-05,34,15,0.0,val,1,0.0008471641214445
S15168,276,3,2026-06-05,45,27,0.0,val,1,0.0008541243445462
S17181,276,3,2026-06-05,19,25,0.0,val,1,0.0008657678547141
S17460,276,3,2026-06-05,52,30,0.0027691416218143,val,1,0.0008289088888636
S21565,276,3,2026-06-05,20,25,0.0,val,1,0.0008727084739274
S24186,276,3,2026-06-05,29,12,0.0,val,1,0.0006316183183929
S25664,276,3,2026-06-05,62,22,0.0,val,1,0.0008237761484036
S31455,276,3,2026-06-05,52,22,0.003210936566236,val,1,0.0008456697499977
S31939,276,3,2026-06-05,38,21,0.0,val,1,0.0008102911358256
S33309,276,3,2026-06-05,28,22,0.0196446217143678,val,1,0.0008618636449657
S35908,276,3,2026-06-05,28,21,0.0,val,1,0.0008707824604656
S37576,276,3,2026-06-05,37,25,0.0,val,1,0.0008567926841233
S39434,276,3,2026-06-05,51,13,0.0,val,1,0.0008392289999068
S41015,276,3,2026-06-05,33,16,0.0,val,1,0.0008672673726282
S41797,276,3,2026-06-05,21,20,0.0197954733288856,val,1,0.0008702874136526
S41799,276,3,2026-06-05,56,15,0.0009168963519701,val,1,0.0008436237311822
S01603,276,3,2026-06-05,51,19,0.0058666949967833,val,2,0.0007588834107711
S01604,276,3,2026-06-05,48,21,0.0014652857012291,val,2,0.0008578861013734
S04390,276,3,2026-06-05,51,30,0.0,val,2,0.0008238523276484
S08597,276,3,2026-06-05,33,29,0.0067895247332686,val,2,0.0008541507200694
S09363,276,3,2026-06-05,33,12,0.0,val,2,0.0008020385561725
S12036,276,3,2026-06-05,48,20,0.0026629374825864,val,2,0.0008536487070648
S14569,276,3,2026-06-05,30,25,0.0,val,2,0.0008600372134656
S14792,276,3,2026-06-05,36,15,0.0,val,2,0.0008345690062956
S15168,276,3,2026-06-05,47,27,0.0,val,2,0.0008524213153866
S17181,276,3,2026-06-05,21,25,0.0,val,2,0.0008758153278685
S17460,276,3,2026-06-05,50,30,0.0027691416218143,val,2,0.0008279583988847
S21565,276,3,2026-06-05,22,25,0.0,val,2,0.000879448316676
S24186,276,3,2026-06-05,28,12,0.0,val,2,0.0007917622476635
S25664,276,3,2026-06-05,60,22,0.0,val,2,0.0008620761691574
S31455,276,3,2026-06-05,49,22,0.003210936566236,val,2,0.0008378979766291
S31939,276,3,2026-06-05,40,21,0.0,val,2,0.0008109789762672
S33309,276,3,2026-06-05,26,22,0.0196446217143678,val,2,0.0008706682827256
S35908,276,3,2026-06-05,31,21,0.0,val,2,0.0008209611457302
S37576,276,3,2026-06-05,39,25,0.0,val,2,0.0008596806188997
S39434,276,3,2026-06-05,56,14,0.0,val,2,0.0008041727855264
S41015,276,3,2026-06-05,31,16,0.0,val,2,0.0008053835512643
S41797,276,3,2026-06-05,19,20,0.0197954733288856,val,2,0.0007653137445987
S41799,276,3,2026-06-05,58,15,0.0009168963519701,val,2,0.0008303496132312
S01603,276,3,2026-06-05,42,19,0.0058666949967833,val,3,0.0008412544636368
S01604,276,3,2026-06-05,42,21,0.0014652857012291,val,3,0.0008125542267237
S04390,276,3,2026-06-05,51,29,0.0,val,3,0.0008479547614935
S08597,276,3,2026-06-05,26,29,0.0067895247332686,val,3,0.0008513295840856
S09363,276,3,2026-06-05,39,12,0.0,val,3,0.0007925597604146
S12036,276,3,2026-06-05,54,20,0.0026629374825864,val,3,0.0008357699534269
S14569,276,3,2026-06-05,23,25,0.0,val,3,0.0008684860207736
S14792,276,3,2026-06-05,30,15,0.0,val,3,0.0007178663905925
S15168,276,3,2026-06-05,41,27,0.0,val,3,0.0008591023787318
S17181,276,3,2026-06-05,16,24,0.0,val,3,0.0008638103456096
S17460,276,3,2026-06-05,52,29,0.0027691416218143,val,3,0.0008495387706194
S21565,276,3,2026-06-05,15,24,0.0,val,3,0.0008546656246664
S24186,276,3,2026-06-05,31,12,0.0,val,3,0.0008214586310127
S25664,276,3,2026-06-05,65,21,0.0,val,3,0.0008366597097361
S31455,276,3,2026-06-05,56,22,0.003210936566236,val,3,0.000863357339606
S31939,276,3,2026-06-05,34,21,0.0,val,3,0.0008338585951663
S33309,276,3,2026-06-05,32,22,0.0196446217143678,val,3,0.0008613724503953
S35908,276,3,2026-06-05,24,21,0.0,val,3,0.0008659282961936
S37576,276,3,2026-06-05,33,25,0.0,val,3,0.0008640892813906
S39434,276,3,2026-06-05,47,13,0.0,val,3,0.0005421163293895
S41015,276,3,2026-06-05,37,16,0.0,val,3,0.0008536332721475
S41797,276,3,2026-06-05,25,20,0.0197954733288856,val,3,0.0008777954968548
S41799,276,3,2026-06-05,52,15,0.0009168963519701,val,3,0.000829530722782
S01603,276,3,2026-06-05,45,19,0.0058666949967833,val,4,0.0008550472715378
S01604,276,3,2026-06-05,44,21,0.0014652857012291,val,4,0.0008378002565832
S04390,276,3,2026-06-05,53,29,0.0,val,4,0.0008394049499172
S08597,276,3,2026-06-05,28,29,0.0067895247332686,val,4,0.0008031130280536
S09363,276,3,2026-06-05,37,12,0.0,val,4,0.0006727722904048
S12036,276,3,2026-06-05,52,20,0.0026629374825864,val,4,0.0008356830391488
S14569,276,3,2026-06-05,25,25,0.0,val,4,0.0008727882502338
S14792,276,3,2026-06-05,32,15,0.0,val,4,0.0008516652732502
S15168,276,3,2026-06-05,43,27,0.0,val,4,0.0008502327840918
S17181,276,3,2026-06-05,17,25,0.0,val,4,0.0008676033277764
S17460,276,3,2026-06-05,54,29,0.0027691416218143,val,4,0.0008402331953394
S21565,276,3,2026-06-05,18,25,0.0,val,4,0.0008750211373439
S24186,276,3,2026-06-05,30,12,0.0,val,4,0.0008109447557225
S25664,276,3,2026-06-05,64,22,0.0,val,4,0.0008295335051776
S31455,276,3,2026-06-05,54,22,0.003210936566236,val,4,0.0008464094952502
S31939,276,3,2026-06-05,36,21,0.0,val,4,0.0007919398147824
S33309,276,3,2026-06-05,30,22,0.0196446217143678,val,4,0.0008402853121394
S35908,276,3,2026-06-05,26,21,0.0,val,4,0.0008672310036358
S37576,276,3,2026-06-05,35,25,0.0,val,4,0.0008186264428375
S39434,276,3,2026-06-05,49,13,0.0,val,4,0.0008252106349731
S41015,276,3,2026-06-05,35,16,0.0,val,4,0.0008364842981551
S41797,276,3,2026-06-05,23,20,0.0197954733288856,val,4,0.0008627590309104
S41799,276,3,2026-06-05,54,15,0.0009168963519701,val,4,0.0008444937125675
S01622,276,4,2026-06-05,37,31,0.0,val,1,0.0008792581216188
S04266,276,4,2026-06-05,43,21,0.0,val,1,0.0008872570554155
S06537,276,4,2026-06-05,51,16,0.0061071891569744,val,1,0.0008431798430035
S07778,276,4,2026-06-05,34,18,0.0,val,1,0.0008934246504086
S11771,276,4,2026-06-05,20,16,0.0,val,1,0.0008917524366654
S13956,276,4,2026-06-05,27,31,0.0132651127534584,val,1,0.0008754200926323
S14794,276,4,2026-06-05,34,26,0.0,val,1,0.0008974112747424
S17202,276,4,2026-06-05,20,15,0.0,val,1,0.0008844075290284
S22005,276,4,2026-06-05,41,16,0.0,val,1,0.0008828980568371
S22013,276,4,2026-06-05,26,14,0.0,val,1,0.0008803806464742
S26851,276,4,2026-06-05,45,20,0.0121120843020563,val,1,0.0008550042224447
S26857,276,4,2026-06-05,26,18,0.0050754941458208,val,1,0.000888672446174
S27477,276,4,2026-06-05,23,13,0.0,val,1,0.0005925745410048
S34691,276,4,2026-06-05,53,15,0.0,val,1,0.0008223477670812
S35919,276,4,2026-06-05,37,12,0.0020322709912739,val,1,0.0008833410072251
S36606,276,4,2026-06-05,37,24,0.0,val,1,0.0008880723734876
S38359,276,4,2026-06-05,41,15,0.0055440287352475,val,1,0.0008715108636174
S38693,276,4,2026-06-05,24,13,0.0,val,1,0.0008444022837106
S01622,276,4,2026-06-05,40,31,0.0,val,2,0.0008540300821912
S04266,276,4,2026-06-05,45,21,0.0,val,2,0.0008852778850243
S06537,276,4,2026-06-05,49,16,0.0061071891569744,val,2,0.0008470264211819
S07778,276,4,2026-06-05,32,18,0.0,val,2,0.0008954978391595
S11771,276,4,2026-06-05,18,16,0.0,val,2,0.0008981260884918
S13956,276,4,2026-06-05,39,32,0.0132651127534584,val,2,0.0008792728056315
S14794,276,4,2026-06-05,32,26,0.0,val,2,0.0008595880920222
S17202,276,4,2026-06-05,21,15,0.0,val,2,0.0008823145047077
S22005,276,4,2026-06-05,39,16,0.0,val,2,0.0008872317590336
S22013,276,4,2026-06-05,24,14,0.0,val,2,0.0008706195431489
S26851,276,4,2026-06-05,43,20,0.0121120843020563,val,2,0.0008780029569075
S26857,276,4,2026-06-05,24,18,0.0050754941458208,val,2,0.0008876626043033
S27477,276,4,2026-06-05,21,14,0.0,val,2,0.0008476451406231
S34691,276,4,2026-06-05,55,15,0.0,val,2,0.0008552438309881
S35919,276,4,2026-06-05,35,12,0.0020322709912739,val,2,0.0008816552653726
S36606,276,4,2026-06-05,35,24,0.0,val,2,0.0008630840384167
S38359,276,4,2026-06-05,43,15,0.0055440287352475,val,2,0.0008636875866369
S38693,276,4,2026-06-05,22,14,0.0,val,2,0.0008511923891463
S01622,276,4,2026-06-05,27,30,0.0,val,3,0.0008858904095788
S04266,276,4,2026-06-05,38,21,0.0,val,3,0.0008879819518885
S06537,276,4,2026-06-05,55,16,0.0061071891569744,val,3,0.0008818152143239
S07778,276,4,2026-06-05,38,18,0.0,val,3,0.0008831214404533
S11771,276,4,2026-06-05,22,16,0.0,val,3,0.0008637256337598
S13956,276,4,2026-06-05,19,15,0.0132651127534584,val,3,0.0008754915174939
S14794,276,4,2026-06-05,38,26,0.0,val,3,0.0008294585538838
S17202,276,4,2026-06-05,25,14,0.0,val,3,0.0008897795995161
S22005,276,4,2026-06-05,45,16,0.0,val,3,0.0008744192762925
S22013,276,4,2026-06-05,28,14,0.0,val,3,0.0008958299363285
S26851,276,4,2026-06-05,50,20,0.0121120843020563,val,3,0.0008839539527767
S26857,276,4,2026-06-05,30,18,0.0050754941458208,val,3,0.0008919451942342
S27477,276,4,2026-06-05,27,12,0.0,val,3,0.0008356629280335
S34691,276,4,2026-06-05,49,15,0.0,val,3,0.0008362275101763
S35919,276,4,2026-06-05,42,12,0.0020322709912739,val,3,0.0008605529156423
S36606,276,4,2026-06-05,43,24,0.0,val,3,0.0008554034132086
S38359,276,4,2026-06-05,37,15,0.0055440287352475,val,3,0.0008739973358847
S38693,276,4,2026-06-05,28,12,0.0,val,3,0.0008484308648641
S01622,276,4,2026-06-05,35,31,0.0,val,4,0.0008445953002063
S04266,276,4,2026-06-05,41,21,0.0,val,4,0.0008853938160971
S06537,276,4,2026-06-05,53,16,0.0061071891569744,val,4,0.0008706968661861
S07778,276,4,2026-06-05,36,18,0.0,val,4,0.0008924755282459
S11771,276,4,2026-06-05,21,16,0.0,val,4,0.0008873118438122
S13956,276,4,2026-06-05,30,31,0.0132651127534584,val,4,0.0008735398892554
S14794,276,4,2026-06-05,36,26,0.0,val,4,0.0008545961481573
S17202,276,4,2026-06-05,23,14,0.0,val,4,0.0008634175000163
S22005,276,4,2026-06-05,43,16,0.0,val,4,0.000878226314305
S22013,276,4,2026-06-05,27,14,0.0,val,4,0.0008735563166346
S26851,276,4,2026-06-05,48,20,0.0121120843020563,val,4,0.0008903518629898
S26857,276,4,2026-06-05,28,18,0.0050754941458208,val,4,0.0008932590792671
S27477,276,4,2026-06-05,25,13,0.0,val,4,0.0008532017968517
S34691,276,4,2026-06-05,51,15,0.0,val,4,0.0008617873742131
S35919,276,4,2026-06-05,39,12,0.0020322709912739,val,4,0.0008750870506102
S36606,276,4,2026-06-05,41,24,0.0,val,4,0.000856045112993
S38359,276,4,2026-06-05,39,15,0.0055440287352475,val,4,0.0008673313714611
S38693,276,4,2026-06-05,26,13,0.0,val,4,0.0008706257265924
S07887,276,5,2026-06-05,39,25,0.0,val,1,0.0008660118327199
S09781,276,5,2026-06-05,29,30,0.0039805537534939,val,1,0.0008575098921991
S11146,276,5,2026-06-05,30,27,0.0,val,1,0.0008688806215542
S14565,276,5,2026-06-05,47,25,0.0,val,1,0.0008636422476483
S15171,276,5,2026-06-05,56,18,0.0,val,1,0.0007594611459869
S17394,276,5,2026-06-05,52,29,0.0,val,1,0.000844703307229
S21558,276,5,2026-06-05,28,30,0.0,val,1,0.0008327131026663
S24750,276,5,2026-06-05,49,24,0.0,val,1,0.0008629244986434
S25675,276,5,2026-06-05,38,26,0.0,val,1,0.0008661171031795
S26249,276,5,2026-06-05,37,15,0.0,val,1,0.0008450097407097
S33030,276,5,2026-06-05,63,18,0.0,val,1,0.0008609074063932
S33884,276,5,2026-06-05,46,20,0.0,val,1,0.000855109939983
S34678,276,5,2026-06-05,23,21,0.0,val,1,0.0008667926301921
S36459,276,5,2026-06-05,33,12,0.0,val,1,0.0007075499577306
S39307,276,5,2026-06-05,51,19,0.0,val,1,0.000866651178233
S40165,276,5,2026-06-05,60,19,0.005012152200002,val,1,0.0008374187796518
S07887,276,5,2026-06-05,41,25,0.0,val,2,0.0008618356152229
S09781,276,5,2026-06-05,27,30,0.0039805537534939,val,2,0.0008634262163849
S11146,276,5,2026-06-05,32,27,0.0,val,2,0.0008689630637991
S14565,276,5,2026-06-05,49,25,0.0,val,2,0.0008358560299709
S15171,276,5,2026-06-05,54,18,0.0,val,2,0.0008298607278864
S17394,276,5,2026-06-05,54,29,0.0,val,2,0.0008327094862476
S21558,276,5,2026-06-05,32,31,0.0,val,2,0.0008436546543603
S24750,276,5,2026-06-05,47,24,0.0,val,2,0.0008697718237141
S25675,276,5,2026-06-05,36,26,0.0,val,2,0.0008693898394353
S26249,276,5,2026-06-05,39,15,0.0,val,2,0.0008564959726439
S33030,276,5,2026-06-05,61,18,0.0,val,2,0.0008666201931869
S33884,276,5,2026-06-05,44,20,0.0,val,2,0.0008246685909063
S34678,276,5,2026-06-05,26,21,0.0,val,2,0.0008445624589538
