ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00730,229,1,2026-05-31,23,25,0.0,val,1,0.0006773679717275
S06412,229,1,2026-05-31,33,14,0.0029976778551826,val,1,0.0005859166569995
S07152,229,1,2026-05-31,55,24,0.0,val,1,0.000696303999999
S09594,229,1,2026-05-31,52,31,0.0,val,1,0.0004221588168596
S14544,229,1,2026-05-31,32,31,0.0,val,1,0.0005914044606065
S14546,229,1,2026-05-31,34,30,0.0162195679133215,val,1,0.0006271862891871
S16310,229,1,2026-05-31,45,15,0.0,val,1,0.0006236239759724
S20395,229,1,2026-05-31,32,20,0.0,val,1,0.0006103656338051
S21822,229,1,2026-05-31,44,32,0.0,val,1,0.0004310911372861
S23209,229,1,2026-05-31,45,31,0.0,val,1,0.0006345559671126
S24642,229,1,2026-05-31,59,21,0.0,val,1,0.0006719405846874
S25600,229,1,2026-05-31,60,17,0.0,val,1,0.0006144222458879
S26955,229,1,2026-05-31,50,19,0.0062417268861443,val,1,0.0006137419292395
S26957,229,1,2026-05-31,47,20,0.0100109778328348,val,1,0.0006759634715404
S29172,229,1,2026-05-31,41,29,0.0057179278321575,val,1,0.0006612453312343
S33072,229,1,2026-05-31,23,30,0.0,val,1,0.0003891503727113
S34114,229,1,2026-05-31,24,26,0.0,val,1,0.0006431521202792
S34287,229,1,2026-05-31,55,22,0.0,val,1,0.0006571400532201
S34467,229,1,2026-05-31,53,13,0.0,val,1,0.0004312966440354
S38491,229,1,2026-05-31,47,25,0.008486442182911,val,1,0.000733107279545
S41595,229,1,2026-05-31,26,22,0.0124319707836179,val,1,0.0007056790172128
S41599,229,1,2026-05-31,53,26,0.0,val,1,0.0006447337239529
S42504,229,1,2026-05-31,25,28,0.0,val,1,0.0006437210631911
S00730,229,1,2026-05-31,25,25,0.0,val,2,0.0006703190712791
S06412,229,1,2026-05-31,31,14,0.0029976778551826,val,2,0.0006067948698093
S07152,229,1,2026-05-31,53,24,0.0,val,2,0.0007273143626014
S09594,229,1,2026-05-31,51,31,0.0,val,2,0.0004073105773841
S14544,229,1,2026-05-31,33,31,0.0,val,2,0.0006008951793701
S14546,229,1,2026-05-31,33,30,0.0162195679133215,val,2,0.0006252381358057
S16310,229,1,2026-05-31,52,15,0.0,val,2,0.0006962150130884
S20395,229,1,2026-05-31,30,20,0.0,val,2,0.0007048607664253
S21822,229,1,2026-05-31,43,32,0.0,val,2,0.0004076123305846
S23209,229,1,2026-05-31,47,31,0.0,val,2,0.0006346630527288
S24642,229,1,2026-05-31,62,21,0.0,val,2,0.0007203651710445
S25600,229,1,2026-05-31,64,18,0.0,val,2,0.0006206287077362
S26955,229,1,2026-05-31,52,19,0.0062417268861443,val,2,0.0005964404909157
S26957,229,1,2026-05-31,45,20,0.0100109778328348,val,2,0.000684904462816
S29172,229,1,2026-05-31,43,29,0.0057179278321575,val,2,0.0006704856040524
S33072,229,1,2026-05-31,25,30,0.0,val,2,0.0003903173034027
S34114,229,1,2026-05-31,22,26,0.0,val,2,0.0006101468938594
S34287,229,1,2026-05-31,52,22,0.0,val,2,0.0006897252343742
S34467,229,1,2026-05-31,55,13,0.0,val,2,0.0003924813438258
S38491,229,1,2026-05-31,49,25,0.008486442182911,val,2,0.0007318170202084
S41595,229,1,2026-05-31,24,22,0.0124319707836179,val,2,0.0006950794094638
S41599,229,1,2026-05-31,51,26,0.0,val,2,0.0006668621860673
S42504,229,1,2026-05-31,23,28,0.0,val,2,0.0006643125634508
S00730,229,1,2026-05-31,19,25,0.0,val,3,0.0006525677472268
S06412,229,1,2026-05-31,41,14,0.0029976778551826,val,3,0.0006986796336549
S07152,229,1,2026-05-31,60,24,0.0,val,3,0.0006172140978968
S09594,229,1,2026-05-31,54,30,0.0,val,3,0.0004189232837223
S14544,229,1,2026-05-31,28,30,0.0,val,3,0.000641985873167
S14546,229,1,2026-05-31,37,30,0.0162195679133215,val,3,0.0006695867244781
S16310,229,1,2026-05-31,39,15,0.0,val,3,0.0006858525486628
S20395,229,1,2026-05-31,36,20,0.0,val,3,0.0007538403077562
S21822,229,1,2026-05-31,49,31,0.0,val,3,0.0004804228551328
S23209,229,1,2026-05-31,43,31,0.0,val,3,0.0006305264461795
S24642,229,1,2026-05-31,54,21,0.0,val,3,0.0006440046740819
S25600,229,1,2026-05-31,55,17,0.0,val,3,0.0006927077566992
S26955,229,1,2026-05-31,46,19,0.0062417268861443,val,3,0.0007058410967274
S26957,229,1,2026-05-31,51,20,0.0100109778328348,val,3,0.000621841884697
S29172,229,1,2026-05-31,37,29,0.0057179278321575,val,3,0.0006591452460112
S33072,229,1,2026-05-31,19,28,0.0,val,3,0.0003596666836837
S34114,229,1,2026-05-31,29,26,0.0,val,3,0.0006503323956313
S34287,229,1,2026-05-31,59,22,0.0,val,3,0.0006962361448564
S34467,229,1,2026-05-31,52,12,0.0,val,3,0.0003980372185294
S38491,229,1,2026-05-31,43,25,0.008486442182911,val,3,0.0007595632685716
S41595,229,1,2026-05-31,30,22,0.0124319707836179,val,3,0.0007017194600241
S41599,229,1,2026-05-31,57,26,0.0,val,3,0.00066115992637
S42504,229,1,2026-05-31,29,28,0.0,val,3,0.0006471578632085
S00730,229,1,2026-05-31,21,25,0.0,val,4,0.0006823314869713
S06412,229,1,2026-05-31,36,14,0.0029976778551826,val,4,0.0006715672647862
S07152,229,1,2026-05-31,58,24,0.0,val,4,0.0007041477080858
S09594,229,1,2026-05-31,53,30,0.0,val,4,0.0004299567703159
S14544,229,1,2026-05-31,27,30,0.0,val,4,0.0006284386888238
S14546,229,1,2026-05-31,35,30,0.0162195679133215,val,4,0.0006420454000328
S16310,229,1,2026-05-31,41,15,0.0,val,4,0.0006880165789446
S20395,229,1,2026-05-31,34,20,0.0,val,4,0.0006178649628234
S21822,229,1,2026-05-31,50,31,0.0,val,4,0.0004621090690192
S23209,229,1,2026-05-31,44,31,0.0,val,4,0.0006178166938961
S24642,229,1,2026-05-31,57,21,0.0,val,4,0.0006381143718736
S25600,229,1,2026-05-31,58,17,0.0,val,4,0.0006079794190984
S26955,229,1,2026-05-31,48,19,0.0062417268861443,val,4,0.0006228350616353
S26957,229,1,2026-05-31,49,20,0.0100109778328348,val,4,0.0007050732457193
S29172,229,1,2026-05-31,39,29,0.0057179278321575,val,4,0.0006648776793905
S33072,229,1,2026-05-31,21,29,0.0,val,4,0.0003732865578368
S34114,229,1,2026-05-31,26,26,0.0,val,4,0.0006374848670245
S34287,229,1,2026-05-31,57,22,0.0,val,4,0.0006320501194356
S34467,229,1,2026-05-31,50,12,0.0,val,4,0.0003853359804455
S38491,229,1,2026-05-31,45,25,0.008486442182911,val,4,0.0006500342779514
S41595,229,1,2026-05-31,28,22,0.0124319707836179,val,4,0.0007028727397097
S41599,229,1,2026-05-31,55,26,0.0,val,4,0.0006462884277883
S42504,229,1,2026-05-31,27,28,0.0,val,4,0.0006472111895829
S00672,229,2,2026-05-31,26,15,0.0,val,1,0.0005232160576659
S01995,229,2,2026-05-31,46,25,0.0,val,1,0.0004116039668963
S05965,229,2,2026-05-31,37,24,0.0,val,1,0.0004035686572237
S11721,229,2,2026-05-31,46,28,0.0,val,1,0.0004312049637278
S12298,229,2,2026-05-31,29,13,0.0,val,1,0.0005617862451828
S13143,229,2,2026-05-31,53,17,0.0,val,1,0.0004354747766029
S13147,229,2,2026-05-31,18,18,0.0,val,1,0.0005610273146128
S16346,229,2,2026-05-31,26,18,0.0,val,1,0.000372795488658
S20687,229,2,2026-05-31,53,28,0.0,val,1,0.0005471687401862
S21112,229,2,2026-05-31,53,20,0.0,val,1,0.0003746119773137
S21387,229,2,2026-05-31,50,14,0.0,val,1,0.0004486388927975
S21407,229,2,2026-05-31,46,23,0.0,val,1,0.0003234971751519
S22913,229,2,2026-05-31,34,26,0.0016171752471317,val,1,0.0003490566858292
S23672,229,2,2026-05-31,18,19,0.0,val,1,0.0004389570018443
S24659,229,2,2026-05-31,43,31,0.0,val,1,0.0004137787737309
S26451,229,2,2026-05-31,51,30,0.0,val,1,0.0004587663699632
S29207,229,2,2026-05-31,50,22,0.0,val,1,0.0004555841613998
S30061,229,2,2026-05-31,43,20,0.0,val,1,0.0003327366079671
S31110,229,2,2026-05-31,29,28,0.0,val,1,0.0003479591183198
S31608,229,2,2026-05-31,26,13,0.0015778829699757,val,1,0.0003065255700071
S34855,229,2,2026-05-31,36,17,0.0,val,1,0.0003147005267472
