ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S01885,237,1,2026-06-01,48,26,0.0,val,1,0.0005499836830784
S05616,237,1,2026-06-01,42,18,0.0,val,1,0.0006182906601547
S06863,237,1,2026-06-01,40,26,0.0,val,1,0.0005382990377493
S09512,237,1,2026-06-01,57,20,0.0,val,1,0.0005960333570384
S10843,237,1,2026-06-01,57,15,0.0,val,1,0.0005749733756542
S12516,237,1,2026-06-01,60,17,0.0,val,1,0.0006193886778737
S13027,237,1,2026-06-01,48,19,0.0,val,1,0.0006597865116909
S14450,237,1,2026-06-01,15,18,0.0,val,1,0.0005629677762481
S15901,237,1,2026-06-01,43,25,0.0,val,1,0.0005887803550444
S24058,237,1,2026-06-01,32,29,0.0,val,1,0.0004991576685814
S24664,237,1,2026-06-01,20,27,0.0,val,1,0.0005140272261248
S26894,237,1,2026-06-01,53,29,0.0037815381806007,val,1,0.0005252247764099
S31219,237,1,2026-06-01,40,27,0.0,val,1,0.0005141613515875
S31222,237,1,2026-06-01,37,16,0.0048658703739964,val,1,0.0005854932706394
S32044,237,1,2026-06-01,17,25,0.0022126356185362,val,1,0.0005538449259129
S32050,237,1,2026-06-01,41,15,0.0,val,1,0.0005920382410699
S37083,237,1,2026-06-01,15,23,0.0,val,1,0.0005441863603811
S41721,237,1,2026-06-01,18,24,0.0054036422941016,val,1,0.000559518024231
S42599,237,1,2026-06-01,23,26,0.0,val,1,0.0005635863276886
S01885,237,1,2026-06-01,46,26,0.0,val,2,0.0005357376984311
S05616,237,1,2026-06-01,40,18,0.0,val,2,0.0006037617498553
S06863,237,1,2026-06-01,38,26,0.0,val,2,0.0005618697929701
S09512,237,1,2026-06-01,55,20,0.0,val,2,0.0006098801546206
S10843,237,1,2026-06-01,61,16,0.0,val,2,0.0005579697718072
S12516,237,1,2026-06-01,62,17,0.0,val,2,0.0005813650722624
S13027,237,1,2026-06-01,50,19,0.0,val,2,0.0006125724827559
S14450,237,1,2026-06-01,15,19,0.0,val,2,0.0005501292624338
S15901,237,1,2026-06-01,44,25,0.0,val,2,0.0005995395409465
S24058,237,1,2026-06-01,35,29,0.0,val,2,0.0004851040244495
S24664,237,1,2026-06-01,23,27,0.0,val,2,0.0005373374185308
S26894,237,1,2026-06-01,56,29,0.0037815381806007,val,2,0.0004457274451476
S31219,237,1,2026-06-01,42,27,0.0,val,2,0.0005014959002452
S31222,237,1,2026-06-01,35,16,0.0048658703739964,val,2,0.0005784292774281
S32044,237,1,2026-06-01,19,25,0.0022126356185362,val,2,0.000553919783316
S32050,237,1,2026-06-01,43,15,0.0,val,2,0.0006264667079408
S37083,237,1,2026-06-01,17,23,0.0,val,2,0.0005880565520033
S41721,237,1,2026-06-01,16,24,0.0054036422941016,val,2,0.000556523976394
S42599,237,1,2026-06-01,21,26,0.0,val,2,0.0005651288105617
S01885,237,1,2026-06-01,52,26,0.0,val,3,0.0005382512279447
S05616,237,1,2026-06-01,47,18,0.0,val,3,0.0006209287262143
S06863,237,1,2026-06-01,44,26,0.0,val,3,0.0005641286009553
S09512,237,1,2026-06-01,61,20,0.0,val,3,0.0006161098777601
S10843,237,1,2026-06-01,53,15,0.0,val,3,0.0005953355494575
S12516,237,1,2026-06-01,56,17,0.0,val,3,0.0005951214207322
S13027,237,1,2026-06-01,44,19,0.0,val,3,0.0006445213231685
S14450,237,1,2026-06-01,20,18,0.0,val,3,0.0006187709829402
S15901,237,1,2026-06-01,41,25,0.0,val,3,0.0005826713530218
S24058,237,1,2026-06-01,28,29,0.0,val,3,0.0005083465836818
S24664,237,1,2026-06-01,20,26,0.0,val,3,0.0005604073312556
S26894,237,1,2026-06-01,49,29,0.0037815381806007,val,3,0.0004965566173425
S31219,237,1,2026-06-01,36,27,0.0,val,3,0.0005235298953395
S31222,237,1,2026-06-01,42,16,0.0048658703739964,val,3,0.000599216282802
S32044,237,1,2026-06-01,15,24,0.0022126356185362,val,3,0.0005543331898577
S32050,237,1,2026-06-01,37,15,0.0,val,3,0.0006098916999122
S37083,237,1,2026-06-01,15,22,0.0,val,3,0.0005901627053052
S41721,237,1,2026-06-01,22,24,0.0054036422941016,val,3,0.0005680589268779
S42599,237,1,2026-06-01,27,26,0.0,val,3,0.0005227385891217
S01885,237,1,2026-06-01,50,26,0.0,val,4,0.0005549208306927
S05616,237,1,2026-06-01,44,18,0.0,val,4,0.0005961264800394
S06863,237,1,2026-06-01,42,26,0.0,val,4,0.0005467459746974
S09512,237,1,2026-06-01,59,20,0.0,val,4,0.0005926184943521
S10843,237,1,2026-06-01,55,15,0.0,val,4,0.000585699839193
S12516,237,1,2026-06-01,58,17,0.0,val,4,0.0005914632349055
S13027,237,1,2026-06-01,46,19,0.0,val,4,0.0006208566996228
S14450,237,1,2026-06-01,18,18,0.0,val,4,0.000603220923043
S15901,237,1,2026-06-01,42,25,0.0,val,4,0.0006076649197807
S24058,237,1,2026-06-01,30,29,0.0,val,4,0.0005270900706319
S24664,237,1,2026-06-01,18,27,0.0,val,4,0.0004827261159864
S26894,237,1,2026-06-01,51,29,0.0037815381806007,val,4,0.0005057550765352
S31219,237,1,2026-06-01,38,27,0.0,val,4,0.0005333051293972
S31222,237,1,2026-06-01,39,16,0.0048658703739964,val,4,0.0005930965978864
S32044,237,1,2026-06-01,15,25,0.0022126356185362,val,4,0.0005123654088032
S32050,237,1,2026-06-01,39,15,0.0,val,4,0.0006077271646754
S37083,237,1,2026-06-01,13,22,0.0,val,4,0.000543252975409
S41721,237,1,2026-06-01,20,24,0.0054036422941016,val,4,0.000564760984679
S42599,237,1,2026-06-01,25,26,0.0,val,4,0.0005260059665875
S10112,237,2,2026-06-01,15,19,0.0077735807740734,val,1,0.0003427882470999
S15258,237,2,2026-06-01,61,24,0.0,val,1,0.0007411824684785
S19474,237,2,2026-06-01,38,20,0.0,val,1,0.0006440642960799
S20660,237,2,2026-06-01,36,25,0.0,val,1,0.0006756207532755
S22486,237,2,2026-06-01,52,21,0.0,val,1,0.0006734259003386
S22490,237,2,2026-06-01,48,31,0.0,val,1,0.0004046036085801
S25611,237,2,2026-06-01,20,27,0.0,val,1,0.0007135975232279
S25621,237,2,2026-06-01,26,16,0.0,val,1,0.0006623984481944
S25891,237,2,2026-06-01,49,27,0.0,val,1,0.0006741278456699
S26574,237,2,2026-06-01,31,23,0.0,val,1,0.0006815346306877
S26905,237,2,2026-06-01,17,17,0.0121181088923024,val,1,0.0003450072986822
S26906,237,2,2026-06-01,28,13,0.0177361097303897,val,1,0.0006198156103028
S31867,237,2,2026-06-01,20,22,0.0087167749686494,val,1,0.0006989200025752
S31877,237,2,2026-06-01,19,20,0.0022028091356744,val,1,0.0006998993955822
S32795,237,2,2026-06-01,44,19,0.0051462060967528,val,1,0.0005917144644043
S41466,237,2,2026-06-01,30,23,0.0048958040890307,val,1,0.0007226564736472
S41959,237,2,2026-06-01,46,15,0.0046011488985479,val,1,0.0005947285357527
S41963,237,2,2026-06-01,43,20,0.0,val,1,0.0006412502070416
S10112,237,2,2026-06-01,16,19,0.0077735807740734,val,2,0.0005148821279132
S15258,237,2,2026-06-01,59,24,0.0,val,2,0.0007128238054144
S19474,237,2,2026-06-01,37,20,0.0,val,2,0.0006480831709472
S20660,237,2,2026-06-01,38,25,0.0,val,2,0.0006607125217998
S22486,237,2,2026-06-01,54,21,0.0,val,2,0.000681875485243
S22490,237,2,2026-06-01,41,32,0.0,val,2,0.0003593616109667
S25611,237,2,2026-06-01,22,27,0.0,val,2,0.0007132210342915
S25621,237,2,2026-06-01,25,16,0.0,val,2,0.0006988508786717
S25891,237,2,2026-06-01,51,27,0.0,val,2,0.0006835967488509
S26574,237,2,2026-06-01,33,23,0.0,val,2,0.0006771463589497
S26905,237,2,2026-06-01,18,17,0.0121181088923024,val,2,0.0003569911742129
S26906,237,2,2026-06-01,29,13,0.0177361097303897,val,2,0.0003741874205998
S31867,237,2,2026-06-01,18,22,0.0087167749686494,val,2,0.0006855333054284
S31877,237,2,2026-06-01,18,20,0.0022028091356744,val,2,0.0006660529802794
S32795,237,2,2026-06-01,45,19,0.0051462060967528,val,2,0.0006020467111683
S41466,237,2,2026-06-01,32,23,0.0048958040890307,val,2,0.0006792652522228
S41959,237,2,2026-06-01,47,15,0.0046011488985479,val,2,0.0006465100816146
S41963,237,2,2026-06-01,42,20,0.0,val,2,0.0005956448406222
S10112,237,2,2026-06-01,16,18,0.0077735807740734,val,3,0.0003719438823155
S15258,237,2,2026-06-01,65,23,0.0,val,3,0.0005133921865727
S19474,237,2,2026-06-01,40,20,0.0,val,3,0.0006179459495509
S20660,237,2,2026-06-01,32,25,0.0,val,3,0.000688015718753
S22486,237,2,2026-06-01,48,21,0.0,val,3,0.0006778804864879
S22490,237,2,2026-06-01,44,31,0.0,val,3,0.0006884090167235
S25611,237,2,2026-06-01,18,26,0.0,val,3,0.0007261823167004
S25621,237,2,2026-06-01,28,16,0.0,val,3,0.0006736775803929
S25891,237,2,2026-06-01,44,27,0.0,val,3,0.0006519036783607
S26574,237,2,2026-06-01,27,23,0.0,val,3,0.0006769187341682
S26905,237,2,2026-06-01,19,16,0.0121181088923024,val,3,0.0006479375492817
S26906,237,2,2026-06-01,32,12,0.0177361097303897,val,3,0.0006504020800373
S31867,237,2,2026-06-01,24,22,0.0087167749686494,val,3,0.000683658399011
S31877,237,2,2026-06-01,21,20,0.0022028091356744,val,3,0.0006993170114503
S32795,237,2,2026-06-01,42,19,0.0051462060967528,val,3,0.0006699122788964
S41466,237,2,2026-06-01,26,23,0.0048958040890307,val,3,0.0006791120680273
S41959,237,2,2026-06-01,43,15,0.0046011488985479,val,3,0.0006562765745272
S41963,237,2,2026-06-01,45,20,0.0,val,3,0.000640372278579
S10112,237,2,2026-06-01,15,18,0.0077735807740734,val,4,0.0005358209762051
S15258,237,2,2026-06-01,63,24,0.0,val,4,0.0007262913012752
S19474,237,2,2026-06-01,39,20,0.0,val,4,0.0003393988307209
S20660,237,2,2026-06-01,34,25,0.0,val,4,0.0006759961249849
S22486,237,2,2026-06-01,50,21,0.0,val,4,0.0006666994822447
S22490,237,2,2026-06-01,46,31,0.0,val,4,0.0006924978976982
S25611,237,2,2026-06-01,18,27,0.0,val,4,0.0007097200285414
S25621,237,2,2026-06-01,27,16,0.0,val,4,0.000663011090934
S25891,237,2,2026-06-01,46,27,0.0,val,4,0.0006728756131639
S26574,237,2,2026-06-01,29,23,0.0,val,4,0.0006812191875156
S26905,237,2,2026-06-01,18,16,0.0121181088923024,val,4,0.0003387432652981
S26906,237,2,2026-06-01,27,13,0.0177361097303897,val,4,0.0006101009666832
S31867,237,2,2026-06-01,22,22,0.0087167749686494,val,4,0.0006900240412369
S31877,237,2,2026-06-01,20,20,0.0022028091356744,val,4,0.000678437877385
S32795,237,2,2026-06-01,43,19,0.0051462060967528,val,4,0.0005914048644274
S41466,237,2,2026-06-01,28,23,0.0048958040890307,val,4,0.0006662659068593
S41959,237,2,2026-06-01,44,15,0.0046011488985479,val,4,0.0005546991765671
S41963,237,2,2026-06-01,44,20,0.0,val,4,0.0006359191921517
S03878,237,3,2026-06-01,59,28,0.0,val,1,0.0004121223798127
S03894,237,3,2026-06-01,37,24,0.0,val,1,0.0006239750303177
S04150,237,3,2026-06-01,29,13,0.0,val,1,0.0003745460639177
S05265,237,3,2026-06-01,33,26,0.0,val,1,0.0005864698780695
S05588,237,3,2026-06-01,50,26,0.0,val,1,0.0006191087520787
S08408,237,3,2026-06-01,15,25,0.0140178678456342,val,1,0.0005521510353284
S16534,237,3,2026-06-01,42,14,0.0,val,1,0.0005372536152877
S16545,237,3,2026-06-01,30,17,0.0,val,1,0.0006162704857306
S19673,237,3,2026-06-01,20,15,0.0,val,1,0.0003486961767092
S20658,237,3,2026-06-01,46,14,0.0,val,1,0.0005314891212149
S22884,237,3,2026-06-01,58,23,0.0,val,1,0.0006529355033044
S25613,237,3,2026-06-01,32,21,0.0030223973631559,val,1,0.0005849619577331
S26319,237,3,2026-06-01,18,27,0.0,val,1,0.0005630422966652
S26320,237,3,2026-06-01,52,27,0.0,val,1,0.000637165122647
S26771,237,3,2026-06-01,44,27,0.0,val,1,0.0006137866687977
S28758,237,3,2026-06-01,47,31,0.0,val,1,0.0005960077947222
S29645,237,3,2026-06-01,54,14,0.0,val,1,0.0003806001917216
S35039,237,3,2026-06-01,42,25,0.0,val,1,0.0006273219376565
S40942,237,3,2026-06-01,21,24,0.0,val,1,0.0006148159967101
S40944,237,3,2026-06-01,25,15,0.002143470179025,val,1,0.0005131384691716
S43353,237,3,2026-06-01,27,27,0.0,val,1,0.0006034742583005
S43739,237,3,2026-06-01,17,22,0.0101536324262482,val,1,0.0005821954828137
S03878,237,3,2026-06-01,57,29,0.0,val,2,0.0004218171023988
S03894,237,3,2026-06-01,35,24,0.0,val,2,0.0006073111369185
S04150,237,3,2026-06-01,31,13,0.0,val,2,0.0003914661749725
S05265,237,3,2026-06-01,31,26,0.0,val,2,0.0005964194636955
S05588,237,3,2026-06-01,48,26,0.0,val,2,0.0006238904628544
S08408,237,3,2026-06-01,17,25,0.0140178678456342,val,2,0.0005794504494176
S16534,237,3,2026-06-01,40,14,0.0,val,2,0.0005387018156753
S16545,237,3,2026-06-01,32,17,0.0,val,2,0.0006167098665953
S19673,237,3,2026-06-01,21,15,0.0,val,2,0.0003793730347755
S20658,237,3,2026-06-01,45,14,0.0,val,2,0.0004902827258242
S22884,237,3,2026-06-01,61,23,0.0,val,2,0.0006632808124906
S25613,237,3,2026-06-01,34,21,0.0030223973631559,val,2,0.0006011891729628
S26319,237,3,2026-06-01,20,27,0.0,val,2,0.0005709260382964
S26320,237,3,2026-06-01,54,27,0.0,val,2,0.0006419193228742
S26771,237,3,2026-06-01,46,27,0.0,val,2,0.0006168739162074
S28758,237,3,2026-06-01,46,12,0.0,val,2,0.000351514462034
S29645,237,3,2026-06-01,53,14,0.0,val,2,0.0005953711022567
S35039,237,3,2026-06-01,44,25,0.0,val,2,0.0006253337941371
S40942,237,3,2026-06-01,19,24,0.0,val,2,0.000614924830553
S40944,237,3,2026-06-01,27,15,0.002143470179025,val,2,0.0005168468628126
S43353,237,3,2026-06-01,30,27,0.0,val,2,0.0006141339518665
S43739,237,3,2026-06-01,15,22,0.0101536324262482,val,2,0.0004322924537631
S03878,237,3,2026-06-01,63,17,0.0,val,3,0.0004186210970198
S03894,237,3,2026-06-01,41,24,0.0,val,3,0.000622466631247
S04150,237,3,2026-06-01,27,13,0.0,val,3,0.0003895247612596
S05265,237,3,2026-06-01,37,26,0.0,val,3,0.0005996449218927
S05588,237,3,2026-06-01,54,26,0.0,val,3,0.0006463718744385
S08408,237,3,2026-06-01,18,24,0.0140178678456342,val,3,0.0005871791206253
S16534,237,3,2026-06-01,44,14,0.0,val,3,0.0005094846500018
S16545,237,3,2026-06-01,26,17,0.0,val,3,0.0006729393182393
