ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S00258,23,7,2025-11-05,29,26,0.004889013491513,train,1,0.0005878093276306
S00259,23,6,2025-11-05,51,28,0.0,train,1,0.0007148475343133
S00260,23,7,2025-11-05,18,22,0.0,train,1,0.000682873709438
S00261,23,6,2025-11-05,22,20,0.0,train,1,0.0007444202537395
S00262,23,7,2025-11-05,37,31,0.0,train,1,0.000752018449231
S00264,23,6,2025-11-05,30,20,0.0,train,1,0.0007453835495692
S00265,23,5,2025-11-05,40,28,0.0021986286219862,train,1,0.0007166177300325
S00267,23,3,2025-11-05,51,13,0.0022214176846302,train,1,0.0007918932970298
S00268,23,7,2025-11-05,32,31,0.0,train,1,0.0007371624066592
S00269,23,7,2025-11-05,34,16,0.0,train,1,0.0007348326794951
S00270,23,7,2025-11-05,23,24,0.0021931566452205,train,1,0.0007447966052215
S00271,23,1,2025-11-05,58,22,0.0,train,1,0.000737399737719
S00273,23,5,2025-11-05,27,13,0.0023947190902958,train,1,0.0007065928024638
S00275,23,1,2025-11-05,37,16,0.0,train,1,0.0007311400533634
S00441,23,20,2025-11-05,45,13,0.0,train,1,0.0001420286909861
S00475,23,15,2025-11-05,20,25,0.0,train,1,0.0006858962561665
S00476,23,14,2025-11-05,27,22,0.0048258518065386,train,1,0.0006740284559771
S00482,23,14,2025-11-05,24,28,0.0,train,1,0.0007181091638638
S00483,23,14,2025-11-05,31,14,0.0,train,1,0.0006948088402636
S00486,23,10,2025-11-05,25,26,0.0023937848290876,train,1,0.0006051503217636
S00487,23,14,2025-11-05,21,26,0.0047925556278778,train,1,0.0006646625521634
S00488,23,10,2025-11-05,60,26,0.0024354507544016,train,1,0.0004023833204061
S00491,23,9,2025-11-05,32,22,0.0,train,1,0.0005453039486
S00686,23,9,2025-11-05,33,21,0.0,train,1,0.000638804706231
S00687,23,7,2025-11-05,44,16,0.0,train,1,0.0005951776915933
S00702,23,17,2025-11-05,55,27,0.0,train,1,0.0001755640454746
S00705,23,21,2025-11-05,39,30,0.0,train,1,0.0001964693167448
S00706,23,20,2025-11-05,20,24,0.0,train,1,0.0001192745256449
S00707,23,20,2025-11-05,44,28,0.0,train,1,0.0001449583965274
S00708,23,19,2025-11-05,36,20,0.0,train,1,0.0002232245159054
S00711,23,23,2025-11-05,62,23,0.0,train,1,0.0001483717834985
S00748,23,10,2025-11-05,52,22,0.0,train,1,0.0006884118061343
S00752,23,14,2025-11-05,45,13,0.0,train,1,0.0006545760408076
S00754,23,12,2025-11-05,26,20,0.0,train,1,0.0007170406225851
S00911,23,10,2025-11-05,49,31,0.0,train,1,0.0003341572000336
S00915,23,7,2025-11-05,30,31,0.0,train,1,0.0004734726291815
S01111,23,16,2025-11-05,42,28,0.0,train,1,0.0002322886575167
S01112,23,17,2025-11-05,62,23,0.0,train,1,0.0001789512349982
S01113,23,18,2025-11-05,51,28,0.0,train,1,0.0001441749997505
S01116,23,23,2025-11-05,34,21,0.0,train,1,0.0001504168085055
S01747,23,4,2025-11-05,60,15,0.0116357336423709,train,1,0.0007158740941936
S01765,23,16,2025-11-05,30,18,0.0,train,1,0.0001985288898014
S01766,23,18,2025-11-05,31,15,0.0,train,1,0.0002074281170937
S01768,23,16,2025-11-05,33,17,0.0,train,1,0.0002080107892619
S01769,23,18,2025-11-05,48,22,0.0014695229224878,train,1,0.0001409674053942
S01773,23,21,2025-11-05,33,18,0.0,train,1,0.0001711637019785
S01774,23,23,2025-11-05,43,18,0.0,train,1,0.000165186363739
S01775,23,22,2025-11-05,21,28,0.0,train,1,0.0001889910839451
