ufs_serial,run_wf_xy,position,prob,reg,pred,health
S00000,0000000_25_24_25,1,0.11447954964431564,0.005935404461316799,0.000679482429688409,0.0
S00002,0000000_8_37_24,1,0.08407569035833011,0.005946075357674696,0.0004999203906191547,0.0
S00003,0000000_13_34_27,1,0.1128210861297885,0.005946075357674696,0.0006708426800624298,0.0
S00004,0000000_10_22_15,1,0.18323303496824084,0.005935404461316799,0.0010875621732111137,0.0
S00009,0000000_7_41_19,1,0.10747482304324592,0.005919577188673642,0.0006362055108435348,0.0
S00012,0000000_20_50_26,1,0.07537598813700233,0.005919577188673642,0.00044619397994953406,0.0
S00013,0000000_22_24_20,1,0.06887715195515928,0.00589236513447944,0.00040584932874282296,0.0
S00015,0000001_4_49_31,1,0.4458580365234028,0.005919577188673642,0.0026392910623907547,0.0
S00017,0000002_3_19_16,1,0.40794185724111875,0.005919577188673642,0.002414843312429686,0.0
S00018,0000003_16_17_20,1,0.5779324067386131,0.005910876395644632,0.003416087021269361,0.0
S00020,0000003_22_63_22,1,0.5682641673003228,0.005946075357674696,0.0033789415618339803,0.0
S00021,0000004_25_33_23,1,0.5743736458006983,0.005910876395644632,0.003395051625243698,0.0
S00022,0000005_19_42_14,1,0.2718875953419691,0.005946075357674696,0.0016166641307203118,0.0
S00023,0000003_5_58_18,1,0.5267763050212135,0.005910876395644632,0.003113709627134788,0.0
S00024,0000003_12_32_17,1,0.5125712157599785,0.005919577188673642,0.003034204876383485,0.0
S00025,0000003_13_45_17,1,0.5332645156714992,0.005919577188673642,0.003156700462498105,0.0
S00026,0000003_14_35_23,1,0.6107091207895728,0.005910876395644632,0.003609826126679973,0.0
S00027,0000003_5_58_21,1,0.46578740275200703,0.00589236513447944,0.002744589452055659,0.0
S00028,0000003_16_58_21,1,0.5782353656441584,0.005946075357674696,0.0034382310585927478,0.0
S00029,0000004_7_52_18,1,0.5382293803243182,0.005935404461316799,0.0031946090651887343,0.0
S00031,0000004_8_26_15,1,0.4300274127455104,0.005919577188673642,0.0025455804629926685,0.0
S00032,0000004_5_36_15,1,0.59095657784955,0.005946075357674696,0.0035138723450069773,0.0024556306573382
S00034,0000004_7_41_27,1,0.580123714064049,0.005919577188673642,0.003434087104382175,0.0
S00035,0000004_7_30_25,1,0.55941744608626,0.005919577188673642,0.003311514752798292,0.0
S00037,0000004_8_47_19,1,0.49650631713911814,0.005910876395644632,0.0029347874702660612,0.0024203995363741
S00038,0000003_14_50_14,1,0.5731218731852764,0.005910876395644632,0.0033876525520384866,0.0
S00039,0000006_11_28_31,1,0.4409752436547855,0.005919577188673642,0.0026103869931086696,0.0024294149851399
S00041,0000004_23_41_11,1,0.5218216184527193,0.005919577188673642,0.0030889633491494786,0.0024488066378919
S00042,0000007_16_21_29,1,0.6173373490483935,0.005946075357674696,0.003670734398548875,0.0024355223631917
S00043,0000008_3_54_30,1,0.32232734550290376,0.00589236513447944,0.0018992704125306184,0.0
S00044,0000009_3_57_14,1,0.2919238631867905,0.00589236513447944,0.0017201219933643903,0.0
S00047,0000004_21_17_27,1,0.5088590785088257,0.005935404461316799,0.0030202844447628397,0.0024454088310256
S00049,0000003_15_41_11,1,0.5410209815135445,0.005946075357674696,0.0032169515261626642,0.0
S00051,0000011_21_22_29,1,0.5360327218034249,0.005919577188673642,0.0031730870723701986,0.0023918839575332
S00052,0000011_20_50_12,1,0.31508906585526086,0.00589236513447944,0.0018566198259012353,0.0
S00056,0000011_18_45_11,1,0.5583956735458516,0.00589236513447944,0.0032902711980457395,0.0024112401634015
S00057,0000014_24_59_15,1,0.517731634132014,0.005919577188673642,0.003064752371262598,0.0
S00058,0000011_18_16_26,1,0.5895078378813154,0.005946075357674696,0.0035052580279821793,0.0
S00059,0000013_13_17_27,1,0.3603016006743683,0.005935404461316799,0.0021385357280622294,0.00240752581914
S00061,0000015_18_56_14,1,0.6517957196354526,0.005919577188673642,0.003858355073629146,0.0
S00062,0000015_15_42_16,1,0.6510974992190985,0.005910876395644632,0.003848556839397419,0.0
S00063,0000015_18_44_28,1,0.6085472590302324,0.005935404461316799,0.003611974116170151,0.0
S00064,0000015_11_27_14,1,0.5417100697633083,0.005935404461316799,0.0032152683648133742,0.0
S00065,0000015_13_43_15,1,0.628861012826435,0.005919577188673642,0.0037225913063735675,0.0
S00068,0000015_14_26_20,1,0.621342929522533,0.00589236513447944,0.0036611794144738893,0.0096413121496052
S00069,0000012_8_41_16,1,0.5575840196383193,0.005946075357674696,0.003315436599004614,0.0024141213958187
S00071,0000015_13_30_26,1,0.66497095130887,0.00589236513447944,0.003918251648934011,0.0
S00072,0000012_10_49_25,1,0.5917082767334717,0.005935404461316799,0.003512027945521923,0.0
S00075,0000012_6_37_16,1,0.5396557081114974,0.005946075357674696,0.0032088335076302633,0.0
S00079,0000012_4_27_19,1,0.5975353931073417,0.005935404461316799,0.0035466142380440034,0.0
S00080,0000012_10_34_31,1,0.41407828484833886,0.005935404461316799,0.002457722099223239,0.0024551575598599
S00081,0000012_5_31_25,1,0.6137854138511911,0.005919577188673642,0.003633350134574122,0.0048692551117381
S00084,0000004_21_17_18,1,0.6195261283603766,0.00589236513447944,0.003650474158649717,0.0
S00086,0000004_20_42_12,1,0.6144491528818179,0.005910876395644632,0.0036319329940929772,0.0
S00087,0000005_13_32_29,1,0.54364939368328,0.00589236513447944,0.003203380732720246,0.0071833265884257
S00092,0000003_22_33_16,1,0.5674672569659156,0.005910876395644632,0.0033542288145010377,0.0
S00096,0000004_19_42_16,1,0.5392159051861011,0.005919577188673642,0.0031919301721096533,0.0
S00098,0000004_9_61_16,1,0.5605185046011192,0.00589236513447944,0.0033027796937421883,0.0
S00099,0000005_7_33_16,1,0.4972643790784997,0.005946075357674696,0.0029567714706880757,0.002429023161249
S00101,0000005_12_36_19,1,0.4361713948269013,0.005935404461316799,0.002588853642754361,0.0047811447811447
S00103,0000003_18_48_19,1,0.6214158486861386,0.005910876395644632,0.003673112271878373,0.0023947190902958
S00106,0000005_18_38_23,1,0.6015367332969889,0.005919577188673642,0.003560843124574116,0.0
S00108,0000005_10_54_18,1,0.6131234285972167,0.005935404461316799,0.003639135533433772,0.0
S00109,0000006_11_43_18,1,0.45014175050896604,0.005919577188673642,0.002664648837982497,0.0024466006035276
S00111,0000005_10_55_15,1,0.5290321094010911,0.005919577188673642,0.003131646406886598,0.0
S00113,0000005_11_51_20,1,0.5781529241575968,0.005919577188673642,0.003422420861408272,0.0
S00114,0000004_25_46_27,1,0.595443018385117,0.005946075357674696,0.003540549058519185,0.0
S00116,0000006_5_51_22,1,0.5657822672623881,0.005910876395644632,0.0033442690486355526,0.0
S00120,0000006_16_30_16,1,0.568131347248948,0.005919577188673642,0.0033630973633452963,0.0
S00121,0000005_17_50_27,1,0.566603114950859,0.00589236513447944,0.003338632439623888,0.0
S00122,0000006_16_18_16,1,0.5035342343991083,0.005919577188673642,0.002980709767665208,0.0
S00123,0000006_24_29_23,1,0.441289071063656,0.005946075357674696,0.0026239380710627626,0.0120079634300735
S00124,0000005_17_31_19,1,0.5194526116586557,0.005935404461316799,0.003083161348681448,0.0
S00126,0000017_6_56_26,1,0.5101068656531041,0.005919577188673642,0.0030196169657059255,0.0145181549966406
S00127,0000017_11_44_20,1,0.5192536764445564,0.005946075357674696,0.003087521489888967,0.0
S00128,0000017_19_43_26,1,0.6388705142045442,0.00589236513447944,0.003764458343345808,0.0023878847281078
S00129,0000017_24_13_21,1,0.39947517954608514,0.005919577188673642,0.0023647241602823134,0.0071621056878935
S00130,0000017_9_33_16,1,0.5056352872787373,0.005910876395644632,0.002988747684380881,0.0048756321399316
S00131,0000017_3_63_24,1,0.5413745311286494,0.005946075357674696,0.0032190537588167546,0.0
S00132,0000017_9_37_26,1,0.4319923001348755,0.005919577188673642,0.0025572117655610666,0.0
S00133,0000017_9_35_15,1,0.5862630819518665,0.005946075357674696,0.003485964464708414,0.0
S00134,0000017_11_39_25,1,0.5664378801509703,0.005919577188673642,0.0033530727541423383,0.0
S00135,0000018_24_27_14,1,0.589153273054654,0.005910876395644632,0.0034824121751155313,0.0024002704530087
S00136,0000001_22_29_23,1,0.5013152730856394,0.00589236513447944,0.002953932636511861,0.0024124339857098
S00137,0000001_1_62_25,1,0.4614721869393308,0.005935404461316799,0.0027390240771333237,0.0
S00138,0000009_20_36_24,1,0.4588860404662976,0.005919577188673642,0.0027164113373450652,0.0024209654634906
S00139,0000018_24_19_25,1,0.5618838033309529,0.005910876395644632,0.0033212257102039604,0.0023857183316292
S00142,0000001_17_25_28,1,0.5842898990984512,0.005935404461316799,0.0034679968738112895,0.0023883666839667
S00144,0000020_8_25_17,1,0.5535629031779055,0.005935404461316799,0.0032856197251416195,0.0
S00145,0000001_17_60_25,1,0.477839956890694,0.005910876395644632,0.0028244529220810516,0.0048074365336157
S00146,0000001_1_48_16,1,0.5559916618643227,0.005935404461316799,0.003300035390284442,0.0
S00148,0000001_17_21_22,1,0.5558793711127283,0.00589236513447944,0.003275444225320998,0.0023848940713548
S00149,0000001_17_45_19,1,0.5171801768252431,0.005919577188673642,0.00306148797716891,0.0
S00150,0000020_10_45_21,1,0.1795070700315921,0.005946075357674696,0.0010673625656432357,0.0024284534611569
S00151,0000001_9_37_22,1,0.33072239484219945,0.005935404461316799,0.0019629711778037665,0.0
S00152,0000017_25_45_27,1,0.2856485236271766,0.005919577188673642,0.0016909184844417385,0.0
S00153,0000001_7_47_24,1,0.24358675379973177,0.00589236513447944,0.0014353020953105668,0.0
S00154,0000001_15_48_24,1,0.4189198132687638,0.005910876395644632,0.0024761832359181933,0.0024048348309115
