ufs_serial,run_wf_xy,position,prob,reg,pred,health
S00000,0000000_25_24_25,1,0.11997717866602027,0.005935404461316799,0.0007121130815104994,0.0
S00002,0000000_8_37_24,1,0.08817052265834785,0.005946075357674696,0.0005242685720521005,0.0
S00003,0000000_13_34_27,1,0.11894623106301103,0.005946075357674696,0.0007072632534120503,0.0
S00004,0000000_10_22_15,1,0.16393769254651877,0.005935404461316799,0.0009730365117185893,0.0
S00009,0000000_7_41_19,1,0.10463077390635361,0.005919577188673642,0.0006193699424493202,0.0
S00012,0000000_20_50_26,1,0.0937603650578676,0.005919577188673642,0.0005550217181982663,0.0
S00013,0000000_22_24_20,1,0.06035144502566344,0.00589236513447944,0.00035561275048467185,0.0
S00015,0000001_4_49_31,1,0.37781262759389617,0.005919577188673642,0.0022364910118976775,0.0
S00017,0000002_3_19_16,1,0.4282738570286484,0.005919577188673642,0.002535200154572064,0.0
S00018,0000003_16_17_20,1,0.5860464920379508,0.005910876395644632,0.003464048376537463,0.0
S00020,0000003_22_63_22,1,0.558158230747951,0.005946075357674696,0.0033188509015336983,0.0
S00021,0000004_25_33_23,1,0.5813034832979838,0.005910876395644632,0.003436013038132056,0.0
S00022,0000005_19_42_14,1,0.2961942991790039,0.005946075357674696,0.0017611936234320016,0.0
S00023,0000003_5_58_18,1,0.49335508436710934,0.005910876395644632,0.0029161609228568128,0.0
S00024,0000003_12_32_17,1,0.6020748905156206,0.005919577188673642,0.003564028787769448,0.0
S00025,0000003_13_45_17,1,0.5624463768214532,0.005919577188673642,0.003329444742084414,0.0
S00026,0000003_14_35_23,1,0.6399621600573955,0.005910876395644632,0.003782737225989011,0.0
S00027,0000003_5_58_21,1,0.4605183487714522,0.00589236513447944,0.0027135422620889475,0.0
S00028,0000003_16_58_21,1,0.5809481952747612,0.005946075357674696,0.0034543617480088445,0.0
S00029,0000004_7_52_18,1,0.5181045681135933,0.005935404461316799,0.003075160165010035,0.0
S00031,0000004_8_26_15,1,0.4336652207193766,0.005919577188673642,0.002567114748091542,0.0
S00032,0000004_5_36_15,1,0.6013470907643681,0.005946075357674696,0.003575655117803378,0.0024556306573382
