ufs_serial,run_wf_xy,position,pred,health
S00000,0000000_25_24_25,1,0.0,0.0
S00002,0000000_8_37_24,1,0.0010231070436664618,0.0
S00003,0000000_13_34_27,1,0.00047408036696928237,0.0
S00004,0000000_10_22_15,1,0.0008805550027833517,0.0
S00009,0000000_7_41_19,1,0.00045560245052785417,0.0
S00012,0000000_20_50_26,1,0.0,0.0
S00013,0000000_22_24_20,1,0.0,0.0
S00015,0000001_4_49_31,1,0.0018097826449679038,0.0
S00017,0000002_3_19_16,1,0.0,0.0
S00018,0000003_16_17_20,1,0.001908650840019387,0.0
S00020,0000003_22_63_22,1,0.0005499440715366873,0.0
S00021,0000004_25_33_23,1,0.0003699193324059135,0.0
S00022,0000005_19_42_14,1,0.0031232835168106153,0.0
S00023,0000003_5_58_18,1,0.001300240712798021,0.0
S00024,0000003_12_32_17,1,0.0,0.0
S00025,0000003_13_45_17,1,0.0030205911078714513,0.0
S00026,0000003_14_35_23,1,0.0013388872879559245,0.0
S00027,0000003_5_58_21,1,0.0007221404798002008,0.0
S00028,0000003_16_58_21,1,5.8654263773606396e-05,0.0
S00029,0000004_7_52_18,1,0.00045446771895603025,0.0
S00031,0000004_8_26_15,1,0.0007135771038787834,0.0
S00032,0000004_5_36_15,1,0.0007165744084675227,0.0024556306573382
S00034,0000004_7_41_27,1,0.0003687595089388528,0.0
S00035,0000004_7_30_25,1,0.003483428876643962,0.0
S00037,0000004_8_47_19,1,0.0021352602535325343,0.0024203995363741
S00038,0000003_14_50_14,1,0.004186634585395732,0.0
S00039,0000006_11_28_31,1,0.0,0.0024294149851399
S00041,0000004_23_41_11,1,0.0033026273675367548,0.0024488066378919
S00042,0000007_16_21_29,1,0.0018657369672674187,0.0024355223631917
S00043,0000008_3_54_30,1,0.0032546683736641253,0.0
S00044,0000009_3_57_14,1,0.00016624386829231283,0.0
S00047,0000004_21_17_27,1,3.676610114717101e-05,0.0024454088310256
S00049,0000003_15_41_11,1,0.0023721827900538514,0.0
S00051,0000011_21_22_29,1,0.002989971990057628,0.0023918839575332
S00052,0000011_20_50_12,1,0.003931013637579413,0.0
S00056,0000011_18_45_11,1,0.0017440773882411052,0.0024112401634015
S00057,0000014_24_59_15,1,0.004175471536037261,0.0
S00058,0000011_18_16_26,1,0.0009497938584121682,0.0
S00059,0000013_13_17_27,1,0.002008056277197886,0.00240752581914
S00061,0000015_18_56_14,1,0.0013260170507506813,0.0
S00062,0000015_15_42_16,1,0.0016540388706113678,0.0
S00063,0000015_18_44_28,1,0.00010457648463216244,0.0
S00064,0000015_11_27_14,1,0.0022553977004323416,0.0
S00065,0000015_13_43_15,1,0.0019551506982310794,0.0
S00068,0000015_14_26_20,1,0.0014964865663641945,0.0096413121496052
S00069,0000012_8_41_16,1,0.0010075295281660192,0.0024141213958187
S00071,0000015_13_30_26,1,0.004144964998948328,0.0
S00072,0000012_10_49_25,1,0.0006644069683165023,0.0
S00075,0000012_6_37_16,1,0.0003963276612807185,0.0
S00079,0000012_4_27_19,1,0.0013887958221357399,0.0
S00080,0000012_10_34_31,1,0.0015600769379639555,0.0024551575598599
S00081,0000012_5_31_25,1,0.0012041469132583575,0.0048692551117381
S00084,0000004_21_17_18,1,0.0007723159635897908,0.0
S00086,0000004_20_42_12,1,0.00027984468561764405,0.0
S00087,0000005_13_32_29,1,0.0,0.0071833265884257
S00092,0000003_22_33_16,1,0.003064664000179776,0.0
S00096,0000004_19_42_16,1,0.0005535578960735906,0.0
S00098,0000004_9_61_16,1,0.008248735667452338,0.0
S00099,0000005_7_33_16,1,0.0017979724357500052,0.002429023161249
S00101,0000005_12_36_19,1,0.0021916998062486547,0.0047811447811447
S00103,0000003_18_48_19,1,0.0013585758856440437,0.0023947190902958
S00106,0000005_18_38_23,1,0.00040878419661606526,0.0
S00108,0000005_10_54_18,1,0.0013944808509506754,0.0
S00109,0000006_11_43_18,1,0.0013673785531354004,0.0024466006035276
S00111,0000005_10_55_15,1,0.0009573699339960214,0.0
S00113,0000005_11_51_20,1,0.0012178058578505284,0.0
S00114,0000004_25_46_27,1,0.0060329334246511795,0.0
S00116,0000006_5_51_22,1,0.0005941922019113104,0.0
S00120,0000006_16_30_16,1,0.0009863907231821847,0.0
S00121,0000005_17_50_27,1,0.0008631150668142092,0.0
S00122,0000006_16_18_16,1,0.0001743114705008013,0.0
S00123,0000006_24_29_23,1,0.0002649687071799064,0.0120079634300735
S00124,0000005_17_31_19,1,0.001785501034410042,0.0
S00126,0000017_6_56_26,1,0.00027620668250060587,0.0145181549966406
S00127,0000017_11_44_20,1,0.0,0.0
S00128,0000017_19_43_26,1,0.000323311723964678,0.0023878847281078
S00129,0000017_24_13_21,1,0.0009339134600908908,0.0071621056878935
S00130,0000017_9_33_16,1,0.0009117469660605052,0.0048756321399316
S00131,0000017_3_63_24,1,0.00247312256594342,0.0
S00132,0000017_9_37_26,1,0.0,0.0
S00133,0000017_9_35_15,1,1.199019667718054e-05,0.0
S00134,0000017_11_39_25,1,0.0010622174234393917,0.0
S00135,0000018_24_27_14,1,0.0018818206655077164,0.0024002704530087
S00136,0000001_22_29_23,1,0.002144723917666801,0.0024124339857098
S00137,0000001_1_62_25,1,0.00030529900329257393,0.0
S00138,0000009_20_36_24,1,0.00047214877760837155,0.0024209654634906
S00139,0000018_24_19_25,1,0.0005647510464969878,0.0023857183316292
S00142,0000001_17_25_28,1,0.0006231713723158483,0.0023883666839667
S00144,0000020_8_25_17,1,0.0016181411395219797,0.0
S00145,0000001_17_60_25,1,0.0,0.0048074365336157
S00146,0000001_1_48_16,1,0.00047895904615997845,0.0
S00148,0000001_17_21_22,1,0.0006412731383217315,0.0023848940713548
S00149,0000001_17_45_19,1,0.0003152391652059673,0.0
S00150,0000020_10_45_21,1,0.0,0.0024284534611569
S00151,0000001_9_37_22,1,0.002084643394157918,0.0
S00152,0000017_25_45_27,1,0.00028522469470743475,0.0
S00153,0000001_7_47_24,1,0.0011989595175332694,0.0
S00154,0000001_15_48_24,1,0.0018386744209731175,0.0024048348309115
S00155,0000001_10_39_13,1,2.4979789348581902e-05,0.0
S00156,0000001_11_25_17,1,6.80022878069477e-05,0.0
S00157,0000009_7_29_17,1,0.0024600077207492478,0.0023905723905723
S00158,0000001_11_39_30,1,0.0,0.0
S00162,0000001_23_16_22,1,0.002344883954350712,0.0
S00164,0000017_19_41_12,1,0.0014342325620922002,0.0
S00165,0000001_23_55_25,1,0.0004913616906595948,0.0
S00166,0000001_23_33_21,1,0.00012588456386435407,0.0
S00168,0000007_10_25_22,1,0.0016149811352595632,0.0044468304030778
S00169,0000007_5_44_15,1,0.0007744892999690166,0.002185201306724
S00170,0000007_5_32_12,1,0.002445060896036087,0.0
S00171,0000007_10_37_22,1,0.004303776842267103,0.002232734493277
S00174,0000007_20_40_22,1,0.0028019070425555326,0.0
S00175,0000007_21_46_13,1,0.002084991582913353,0.0
S00177,0000021_19_40_29,1,0.003024992011768308,0.0043713251623854
S00178,0000021_19_46_28,1,0.0023547840156878746,0.0
S00180,0000021_22_54_28,1,0.0017194751512225786,0.0
S00181,0000021_22_33_20,1,0.0008316406838744399,0.0
S00183,0000021_22_55_14,1,0.0,0.0
S00185,0000021_24_54_16,1,0.0037280826707259103,0.0
S00186,0000021_25_55_25,1,0.0019317354887365683,0.0
S00187,0000021_11_35_14,1,0.00034810732536344,0.0023849627379564
S00188,0000021_24_34_12,1,0.0021290086256583285,0.0
S00189,0000021_11_40_25,1,0.000811770755271603,0.0
S00191,0000021_9_31_21,1,0.0,0.0
S00192,0000021_8_42_14,1,0.0007383084118136041,0.0
S00193,0000021_9_17_24,1,0.0001715659754501813,0.0
S00194,0000021_8_47_20,1,0.00017842304642983405,0.0023942345675443
