ufs_serial,pred
S00000,8.841806177883882e-06
S00002,6.313107633104664e-06
S00003,2.093918730849964e-06
S00004,2.588791677737845e-05
S00009,3.3179664455929014e-06
S00012,6.716390743122247e-06
S00013,1.1973495048778204e-06
S00015,0.00018054927977573243
S00017,0.0002828300293913344
S00018,0.0012037974120175932
S00020,0.0006939581526239635
S00021,0.000997172319330275
S00022,8.178540974768111e-05
S00023,0.00022640692895947723
S00024,0.0021857493193238042
S00025,0.00037638754838553723
S00026,0.0017710847532725893
S00027,0.00031938598658598494
S00028,0.0004946797689626692
S00029,0.0009066478596650995
S00031,9.460068304179003e-05
S00032,0.0012825876838178374
S00034,0.00039582459976372775
S00035,0.0010199034331890289
S00037,0.0005267911510600243
S00038,0.000647978038614383
S00039,0.0007345715785049833
S00041,0.0008945974259404466
S00042,0.0005204775079619139
S00043,7.427236312196328e-06
S00044,9.610769529899699e-05
S00047,0.0003541950154613005
S00049,5.769249582954217e-05
S00051,0.0004500919076235732
S00052,7.042374028287668e-05
S00056,0.001398452503963199
S00057,7.976092661010625e-05
S00058,0.00020962232883903198
S00059,0.0005753032346547116
S00061,0.0007685526752538863
S00062,0.000979083215497667
S00063,0.0004635981094907038
S00064,0.0006540851391036995
S00065,0.000761255677389272
S00068,0.00017805147763283458
S00069,0.00035280966403661296
S00071,0.0042157614952884614
S00072,0.0018030796709354036
S00075,0.00027989535374217667
S00079,0.00028610596564249136
S00080,0.0007832837218302302
S00081,0.0010185373830609024
S00084,0.00016340045931428904
S00086,0.0005329750383680221
S00087,0.0001504332767581218
S00092,0.00048321079475499573
S00096,0.00015157279449340422
S00098,0.0006022524612490088
S00099,0.00031852073152549565
S00101,0.0001475383714932832
S00103,0.0009287147331633605
S00106,0.0004827630691579543
S00108,0.0005234838463366032
S00109,0.000263380053183937
S00111,0.0005876737777725793
S00113,0.000408458852689364
S00114,0.0013654553185915574
S00116,0.00014350927813211456
S00120,0.0012969308991159778
S00121,0.0001941667669598246
S00122,0.000237087624554988
S00123,0.00032727244979469106
S00124,0.0006689723322779173
S00126,0.0009865284700936172
S00127,0.00016356571313735913
S00128,0.000359077599568991
S00129,2.940045487775933e-05
S00130,0.0001659371737332549
S00131,0.001176882637082599
S00132,0.0004720120232377667
S00133,0.00025903958885464817
S00134,0.000779454148869263
S00135,0.00035325724638823885
S00136,0.00019802431961579714
S00137,0.00013731886724599462
S00138,0.00020516187032626476
S00139,0.0001340551962130121
S00142,0.0007509716706408653
S00144,0.00042944834058289416
S00145,0.00037762971624033526
S00146,0.0010769506334327161
S00148,8.222473570640432e-05
S00149,0.00012619828521565069
S00150,8.772472483542515e-06
S00151,0.00011738939701899653
S00152,3.8449187286460074e-05
S00153,1.791380208260307e-05
S00154,7.82471524871653e-05
S00155,6.405762132999371e-05
S00156,0.0001172052999436346
S00157,4.62849698124046e-05
S00158,7.421112059091683e-05
S00162,0.0003918986731150653
S00164,0.00033271587835770333
S00165,0.000725857858924428
S00166,0.00011457860819064081
S00168,0.0010810110761667602
S00169,0.0014260945390560664
S00170,0.001878587412647903
S00171,0.0002702217498153914
S00174,0.0012820460942748468
S00175,0.0005150706710992381
S00177,0.0020230016598361544
S00178,0.00031194660732580815
S00180,7.981086309882812e-05
S00181,0.0006538259267472313
S00183,5.184493829801795e-05
S00185,0.000605283721597516
S00186,0.0007988075140019646
S00187,0.00047771803838259075
S00188,0.00036486840690486133
S00189,0.0001287762938773085
